"","Pop","Ppop_ID","Latitude","Trichomes_Garden","Trichomes_Field","SLA_Garden","SLA_Field","Conc_Garden","Conc_Field"
"337","N6","N6 - Plant 6",42.426433,NA,251,NA,150.272727272727,NA,0.245207678808178
"338","N6","N6 - Plant 7",42.426433,NA,126,NA,205.135135135135,NA,0.377306852529023
"339","N6","N6 - Plant 8",42.426433,NA,171,NA,200.777777777778,NA,0.465307170081127
"340","N7","Deer-Run-1",42.199832,NA,100,NA,125.161290322581,NA,0.337856608855072
"341","N7","Deer-Run-2",42.199832,NA,116,NA,140.112359550562,NA,0.398998158305442
"342","N7","Deer-Run-3",42.199832,NA,188,NA,108.979591836735,NA,0.122353809482876
"343","N7","Deer-Run-5",42.199832,NA,116,NA,116.323529411765,NA,0.148966071470165
"344","N7","Deer-Run-6",42.199832,NA,144,NA,98.9166666666667,NA,0.461175083639413
"345","N7","N7A - Plant 1",42.199832,NA,295,NA,146.40522875817,NA,0.499939463627714
"346","N7","N7A - Plant 10",42.199832,NA,398,NA,123.631284916201,NA,0.3121089724677
"347","N7","N7A - Plant 11",42.199832,NA,160,NA,156.966292134831,NA,0.210189863685847
"348","N7","N7A - Plant 2",42.199832,NA,247,NA,131.273885350318,NA,0.300196125388446
"349","N7","N7A - Plant 3",42.199832,NA,139,NA,195.078125,NA,0.489193752167675
"350","N7","N7A - Plant 4",42.199832,NA,395,NA,155.263157894737,NA,0.914479353620102
"351","N7","N7A - Plant 5",42.199832,NA,250,NA,126.153846153846,NA,0.899756473536931
"352","N7","N7A - Plant 6",42.199832,NA,94,NA,204.795321637427,NA,0.599209549908885
"353","N7","N7A - Plant 7",42.199832,NA,242,NA,123.076923076923,NA,0.385562143056566
"354","N7","N7A - Plant 8",42.199832,NA,226,NA,151.724137931035,NA,0.631330547228936
"355","N7","N7A - Plant 9",42.199832,NA,455,NA,111.863636363636,NA,0.078583659764711
"356","N8","N8 - Plant 1",42.181973,NA,98,NA,150.434782608696,NA,0.288373926836354
"357","N8","N8 - Plant 10",42.181973,NA,158,NA,105.471698113208,NA,0.217438893240327
"358","N8","N8 - Plant 2",42.181973,NA,96,NA,137.009803921569,NA,0.234887359096606
"359","N8","N8 - Plant 3",42.181973,NA,306,NA,112.622222222222,NA,0.21398869994748
