"Pop","Date","Time","Plant_ID","Loc","Year","L_area","L_weight","Trichomes","Conc","herb_p","Leaves","fl_m","fl_h","Height","SLA"
"ICH",2022-06-22,"2022","Ich3","Field","2022",4.133,0.0228,138,1.05252342335355,0,NA,NA,NA,37,181.271929824561
"ICH",2022-06-22,"2022","Ich4","Field","2022",2.471,0.0197,178,0.285803095578078,0.1,NA,NA,NA,46,125.431472081218
"ICH",2022-06-22,"2022","Ich5","Field","2022",2.604,0.0195,210,0.2695596762509,0.06,NA,NA,NA,26,133.538461538462
"ICH",2022-06-22,"2022","Ich6","Field","2022",5.226,0.0321,152,0.391680061029131,0.25,NA,NA,NA,47,162.803738317757
"BR",2022-06-21,"2022","BlackRiver1","Field","2022",1.341,0.0126,174,0.546134135961004,0.03,NA,NA,NA,42,106.428571428571
"QUI",2020-06-07,"2023","QUI-1","Field","2023",2.001,0.0106,125,0.218834866041068,0.07,11,NA,NA,30,188.77358490566
"QUI",2020-06-07,"2023","QUI-2","Field","2023",1.684,0.0094,148,0.263013291442696,0.1,8,NA,NA,28,179.148936170213
"QUI",2020-06-07,"2023","QUI-3","Field","2023",1.516,0.0073,123,0.313569179828811,0.15,12,NA,NA,27,207.671232876712
"QUI",2020-06-07,"2023","QUI-4","Field","2023",1.679,0.0083,116,0.320004619749521,0.08,6,NA,NA,29,202.289156626506
"QUI",2020-06-07,"2023","QUI-5","Field","2023",1.429,0.0064,97,0.293914998449347,0.05,6,NA,NA,27,223.28125
"QUI",2020-06-07,"2023","QUI-6","Field","2023",1.046,0.0057,146,0.369198050134405,0.1,6,NA,NA,26,183.508771929825
"QUI",2020-06-07,"2023","QUI-7","Field","2023",0.885,0.0037,85,0.351544073054621,0.05,7,NA,NA,28,239.189189189189
"QUI",2020-06-07,"2023","QUI-8","Field","2023",2.794,0.0144,111,0.353399335013744,0.03,8,NA,NA,41,194.027777777778
"QUI",2020-06-07,"2023","QUI-9","Field","2023",1.286,0.0064,141,0.305423420289535,0.06,7,NA,NA,24,200.9375
"QUI",2020-06-07,"2023","QUI-10","Field","2023",2.477,0.0136,116,0.25176576581551,0.03,9,NA,NA,22,182.132352941176
"QUI",2020-06-07,"2023","QUI-11","Field","2023",1.492,0.0069,151,0.294465779343462,0.07,11,NA,NA,23,216.231884057971
"QUI",2020-06-07,"2023","QUI-12","Field","2023",1.831,0.0091,125,0.256519874585764,0.25,9,NA,NA,23,201.208791208791
"QUI",2020-06-07,"2023","QUI-13","Field","2023",1.697,0.0074,133,0.300988184668505,0.1,11,NA,NA,23,229.324324324324
"QUI",2020-06-07,"2023","QUI-14","Field","2023",2.201,0.0131,135,0.276985733072345,0.06,9,NA,NA,22,168.015267175573
"QUI",2020-06-07,"2023","QUI-15","Field","2023",2.17,0.0102,114,0.302002781052401,0.2,20,NA,NA,25,212.745098039216
"QUI",2020-06-07,"2023","QUI-16","Field","2023",1.364,0.0103,82,0.268231215702731,0.1,12,NA,NA,27,132.427184466019
"QUI",2020-06-07,"2023","QUI-17","Field","2023",2.178,0.0106,90,0.292088724958335,0.15,10,NA,NA,24,205.471698113208
"QUI",2020-06-07,"2023","QUI-18","Field","2023",1.494,0.0072,88,0.278551110350355,0.08,10,NA,NA,28,207.5
"QUI",2020-06-07,"2023","QUI-19","Field","2023",1.209,0.0055,93,0.233618984777833,0.2,7,NA,NA,23,219.818181818182
"QUI",2020-06-07,"2023","QUI-20","Field","2023",1.53,0.0075,92,0.270028500725632,0.05,6,NA,NA,24,204
"QUI",2020-06-07,"2023","QUI-21","Field","2023",1.878,0.0108,288,0.29287141359734,0.15,7,NA,NA,21,173.888888888889
"QUI",2020-06-07,"2023","QUI-22","Field","2023",0.961,0.0052,111,0.305829258843093,0.4,12,NA,NA,28,184.807692307692
"QUI",2020-06-07,"2023","QUI-24","Field","2023",1.725,0.0084,98,0.286349008272296,0.35,12,NA,NA,29,205.357142857143
"QUI",2020-06-07,"2023","QUI-26","Field","2023",2.108,0.0115,143,0.300785265391726,0.1,6,NA,NA,19,183.304347826087
"COO",2020-06-08,"2023","COO-1","Field","2023",0.879,0.0044,334,0.18888977848209,0.103,5,NA,NA,20,199.772727272727
"COO",2020-06-08,"2023","COO-2","Field","2023",1.513,0.007,195,0.221385851234863,0.3,10,NA,NA,31,216.142857142857
"COO",2020-06-08,"2023","COO-3","Field","2023",1.326,0.007,328,0.0747042025916609,0.36,12,NA,NA,30,189.428571428571
"COO",2020-06-08,"2023","COO-4","Field","2023",0.855,0.0037,214,0.0994023774224925,0.08,7,NA,NA,33,231.081081081081
"COO",2020-06-08,"2023","COO-5","Field","2023",0.657,0.0033,333,0.100098100657164,0.11,6,NA,NA,22,199.090909090909
"COO",2020-06-08,"2023","COO-6","Field","2023",1.684,0.0086,249,0.0859517282188471,0.25,6,NA,NA,44,195.813953488372
"COO",2020-06-08,"2023","COO-7","Field","2023",1.055,0.0046,223,0.069486278331626,0.185,6,NA,NA,31,229.347826086957
"COO",2020-06-08,"2023","COO-8","Field","2023",0.961,0.0041,128,0.198513949895043,0.16,7,NA,NA,35,234.390243902439
"COO",2020-06-08,"2023","COO-9","Field","2023",1.413,0.0076,172,0.218631946764289,0.14,8,NA,NA,35,185.921052631579
"COO",2020-06-08,"2023","COO-10","Field","2023",1.915,0.0094,132,0.258114240331886,0.28,7,NA,NA,31,203.723404255319
"COO",2020-06-08,"2023","COO-11","Field","2023",1.269,0.0063,176,0.268231215702731,0.112,6,NA,NA,28,201.428571428571
"COO",2020-06-08,"2023","COO-12","Field","2023",1.159,0.0042,108,0.241126998018661,0.17,5,NA,NA,61,275.952380952381
"COO",2020-06-08,"2023","COO-13","Field","2023",1.531,0.0078,164,0.277159663881013,0.21,9,NA,NA,31,196.282051282051
"COO",2020-06-08,"2023","COO-14","Field","2023",1.634,0.0084,232,0.221124955021861,0.23,8,NA,NA,39,194.52380952381
"COO",2020-06-08,"2023","COO-15","Field","2023",1.58,0.0083,160,0.232024619031711,0.071,8,NA,NA,49,190.361445783133
"COO",2020-06-08,"2023","COO-16","Field","2023",1.543,0.0066,172,0.220777093404525,0.14,6,NA,NA,32,233.787878787879
"COO",2020-06-08,"2023","COO-17","Field","2023",1.433,0.0077,176,0.161872526202354,0.15,7,NA,NA,35,186.103896103896
"COO",2020-06-08,"2023","COO-18","Field","2023",1.006,0.0039,84,0.201006958152615,0.13,5,NA,NA,24,257.948717948718
"COO",2020-06-08,"2023","COO-19","Field","2023",1.218,0.005,116,0.209848440926563,0.12,9,NA,NA,32,243.6
"COO",2020-06-08,"2023","COO-20","Field","2023",1.165,0.006,124,0.117636123864503,0.26,7,NA,NA,30,194.166666666667
"COO",2020-06-08,"2023","COO-21","Field","2023",1.37,0.0079,152,0.218458015955621,0.13,10,NA,NA,50,173.417721518987
"COO",2020-06-08,"2023","COO-22","Field","2023",0.792,0.0039,144,0.24509841814991,0.19,13,NA,NA,44,203.076923076923
"COO",2020-06-08,"2023","COO-23","Field","2023",1.399,0.0071,160,0.200485165726612,0.27,5,NA,NA,27,197.042253521127
"COO",2020-06-08,"2023","COO-24","Field","2023",0.987,0.0062,156,0.116331642799494,0.46,8,NA,NA,40,159.193548387097
"COO",2020-06-08,"2023","COO-25","Field","2023",1.62,0.011,216,0.141957448609888,0.12,6,NA,NA,46,147.272727272727
"COO",2020-06-08,"2023","COO-26","Field","2023",1.77,0.0087,132,0.16222038781969,0.13,14,NA,NA,21,203.448275862069
"COO",2020-06-08,"2023","COO-27","Field","2023",1.481,0.0075,192,0.17445352136266,0.11,9,NA,NA,25,197.466666666667
"COO",2020-06-08,"2023","COO-28","Field","2023",0.895,0.0046,116,0.187266424267857,0.27,8,NA,NA,49,194.565217391304
"COO",2020-06-08,"2023","COO-29","Field","2023",1.658,0.0092,112,0.170279181954632,0.2,8,NA,NA,38,180.217391304348
"COO",2020-06-08,"2023","COO-30","Field","2023",3.031,0.0166,148,0.213414022504254,0.23,9,NA,NA,59,182.590361445783
"DUDU",2020-06-12,"2023","DUDU-1","Field","2023",1.722,0.0111,108,0.0386715367293092,0,7,NA,NA,38,155.135135135135
"DUDU",2020-06-12,"2023","DUDU-2","Field","2023",1.871,0.0119,100,0.0509916356766136,0.001,36,NA,NA,34,157.226890756303
"DUDU",2020-06-12,"2023","DUDU-3","Field","2023",1.03,0.0054,128,0.0795162882981374,0,6,NA,NA,30,190.740740740741
"DUDU",2020-06-12,"2023","DUDU-4","Field","2023",1.263,0.0088,108,0.0273660341659004,0,42,NA,NA,34,143.522727272727
"DUDU",2020-06-12,"2023","DUDU-5","Field","2023",2.218,0.0109,72,0.056064617596092,0,9,NA,NA,41,203.48623853211
"DUDU",2020-06-12,"2023","DUDU-6","Field","2023",1.954,0.0141,116,0.0576589833422137,0.01,15,NA,NA,21,138.581560283688
"DUDU",2020-06-12,"2023","DUDU-7","Field","2023",1.247,0.0064,124,0.0698921168851843,0.01,11,NA,NA,30,194.84375
"DUDU",2020-06-12,"2023","DUDU-8","Field","2023",1.871,0.0119,68,0.0549630558078624,0,13,NA,NA,28,157.226890756303
"DUDU",2020-06-12,"2023","DUDU-9","Field","2023",1.803,0.0094,112,0.0539194709558554,0,16,NA,NA,43,191.808510638298
"DUDU",2020-06-12,"2023","DUDU-10","Field","2023",0.829,0.004,64,0.0598621069186729,0.02,17,NA,NA,30,207.25
"DUDU",2020-06-12,"2023","DUDU-11","Field","2023",1.724,0.01,104,0.0376569403454135,0.005,28,NA,NA,39,172.4
"DUDU",2020-06-12,"2023","DUDU-12","Field","2023",1.857,0.0113,92,0.048266719674151,0.04,7,NA,NA,30,164.336283185841
"DUDU",2020-06-12,"2023","DUDU-13","Field","2023",1.514,0.008,136,0.0326129468940465,0.001,32,NA,NA,38,189.25
"DUDU",2020-06-12,"2023","DUDU-14","Field","2023",2.223,0.0098,92,0.0600360377273407,0.002,30,NA,NA,47,226.836734693878
"DUDU",2020-06-12,"2023","DUDU-15","Field","2023",1.355,0.0061,132,0.0530498169125163,0,5,NA,NA,27,222.131147540984
"DUDU",2020-06-12,"2023","DUDU-16","Field","2023",2.323,0.0186,116,0.0477739157162588,0,18,NA,NA,42,124.89247311828
"DUDU",2020-06-12,"2023","DUDU-17","Field","2023",1.812,0.0142,92,0.0306997079987004,0,23,NA,NA,43,127.605633802817
"DUDU",2020-06-12,"2023","DUDU-18","Field","2023",1.213,0.0052,136,0.0436285647763423,0,34,NA,NA,23,233.269230769231
"DUDU",2020-06-12,"2023","DUDU-19","Field","2023",1.905,0.0115,80,0.0698921168851843,0.01,22,NA,NA,37,165.652173913043
"DUDU",2020-06-12,"2023","DUDU-20","Field","2023",2.501,0.0089,72,0.0661815929669373,0.04,11,NA,NA,26,281.011235955056
"DUDU",2020-06-12,"2023","DUDU-21","Field","2023",1.59,0.0079,124,0.046179549970137,0.01,21,NA,NA,41,201.26582278481
"DUDU",2020-06-12,"2023","DUDU-22","Field","2023",1.313,0.0066,88,0.162133422415356,0,13,NA,NA,30,198.939393939394
"DUDU",2020-06-12,"2023","DUDU-23","Field","2023",0.815,0.004,100,0.171351755274751,0,12,NA,NA,26,203.75
"DUDU",2020-06-12,"2023","DUDU-24","Field","2023",1.899,0.008,112,0.0384106405163074,0,10,NA,NA,40,237.375
"SUW",2020-06-14,"2023","SUW-1","Field","2023",1.483,0.0059,112,0.225270305961777,0.015,13,NA,NA,39,251.35593220339
"SUW",2020-06-14,"2023","SUW-2","Field","2023",1.564,0.0061,128,0.205906009263426,0.03,19,NA,NA,54,256.393442622951
"SUW",2020-06-14,"2023","SUW-3","Field","2023",0.549,0.0017,120,0.199267650065937,0.01,13,NA,NA,31,322.941176470588
"SUW",2020-06-14,"2023","SUW-4","Field","2023",1.317,0.0044,124,0.252258569773402,0,8,NA,NA,33,299.318181818182
"SUW",2020-06-14,"2023","SUW-5","Field","2023",0.729,0.0028,132,0.0861546474956262,0.4,15,NA,NA,37,260.357142857143
"SUW",2020-06-14,"2023","SUW-6","Field","2023",1.331,0.0061,122,0.107490160025546,0.01,29,NA,NA,40,218.196721311475
"SUW",2020-06-14,"2023","SUW-7","Field","2023",1.106,0.0043,116,0.0865025091129619,0,23,NA,NA,52,257.209302325581
"SUW",2020-06-14,"2023","SUW-8","Field","2023",1.136,0.0056,132,0.0865894745172958,0.02,11,NA,NA,44,202.857142857143
"SUW",2020-06-14,"2023","SUW-9","Field","2023",0.649,0.0029,82,0.100445962274499,0.02,19,NA,NA,36,223.793103448276
"SUW",2020-06-14,"2023","SUW-10","Field","2023",1.357,0.0044,144,0.246982668577145,0.02,14,NA,NA,59,308.409090909091
"SUW",2020-06-14,"2023","SUW-11","Field","2023",0.852,0.0031,118,0.254722589562863,0.03,14,NA,NA,47,274.838709677419
"SUW",2020-06-14,"2023","SUW-12","Field","2023",0.759,0.0026,96,0.222284493746313,0.15,15,NA,NA,56,291.923076923077
"SUW",2020-06-14,"2023","SUW-13","Field","2023",0.603,0.0035,156,0.247968276492929,0,8,NA,NA,27,172.285714285714
"SUW",2020-06-14,"2023","SUW-14","Field","2023",0.841,0.0035,148,0.0675150625000573,0.02,16,NA,NA,45,240.285714285714
"SUW",2020-06-14,"2023","SUW-15","Field","2023",0.791,0.0039,140,0.0601230031316746,0.55,11,NA,NA,48,202.820512820513
"SUW",2020-06-14,"2023","SUW-16","Field","2023",1.533,0.0059,76,0.0807338039588123,0.02,18,NA,NA,45,259.830508474576
"SUW",2020-06-14,"2023","SUW-17","Field","2023",1.229,0.005,120,0.0737185946758765,0,10,NA,NA,46,245.8
"SUW",2020-06-14,"2023","SUW-18","Field","2023",1.17,0.0042,48,0.0899231483500958,0,26,NA,NA,38,278.571428571429
"SUW",2020-06-14,"2023","SUW-19","Field","2023",1.528,0.007,108,0.245446279767245,0,13,NA,NA,47,218.285714285714
"SUW",2020-06-14,"2023","SUW-20","Field","2023",0.847,0.0021,112,0.474107316229217,0,16,NA,NA,50,403.333333333333
"SHE",2020-06-29,"2023","SHE-1","Field","2023",2.12,0.0128,128,0.217124546422501,0.25,9,NA,NA,25,165.625
"SHE",2020-06-29,"2023","SHE-2","Field","2023",0.703,0.0045,116,0.253736981647079,0.25,6,NA,NA,13,156.222222222222
"SHE",2020-06-29,"2023","SHE-3","Field","2023",0.683,0.0036,148,0.304292870033194,0.15,7,NA,NA,15,189.722222222222
"SHE",2020-06-29,"2023","SHE-4","Field","2023",1.425,0.0073,152,0.285392388824623,0.04,8,NA,NA,17,195.205479452055
"SHE",2020-06-29,"2023","SHE-5","Field","2023",1.207,0.0065,104,0.288349212571976,0.19,6,NA,NA,17,185.692307692308
"SHE",2020-06-29,"2023","SHE-6","Field","2023",1.184,0.0071,172,0.233445053969165,0.21,9,NA,NA,26,166.760563380282
"SHE",2020-06-29,"2023","SHE-7","Field","2023",1.015,0.0062,176,0.280725245458703,0.1,8,NA,NA,18,163.709677419355
"SHE",2020-06-29,"2023","SHE-8","Field","2023",0.957,0.0056,184,0.255447301265646,0.28,8,NA,NA,29,170.892857142857
"SHE",2020-06-29,"2023","SHE-9","Field","2023",1.655,0.007,204,0.34531155241069,0.1,3,NA,NA,20,236.428571428571
"SHE",2020-06-29,"2023","SHE-10","Field","2023",1.459,0.0084,180,0.253910912455746,0.11,6,NA,NA,36,173.690476190476
"SHE",2020-06-29,"2023","SHE-11","Field","2023",1.135,0.0064,156,0.266231011403051,0.09,12,NA,NA,18,177.34375
"SHE",2020-06-29,"2023","SHE-12","Field","2023",0.705,0.0042,212,0.215878042293715,0.21,8,NA,NA,19,167.857142857143
"SHE",2020-06-29,"2023","SHE-13","Field","2023",1.198,0.0068,244,0.248895907472491,0.08,6,NA,NA,32,176.176470588235
"SHE",2020-06-29,"2023","SHE-14","Field","2023",0.788,0.0043,104,0.185034312223287,0.1,4,NA,NA,17,183.255813953488
"SHE",2020-06-29,"2023","SHE-15","Field","2023",0.719,0.0041,188,0.23243045758527,0.1,5,NA,NA,33,175.365853658537
"SHE",2020-06-29,"2023","SHE-16","Field","2023",0.619,0.0023,132,0.288378201040088,0.12,5,NA,NA,24,269.130434782609
"SHE",2020-06-29,"2023","SHE-17","Field","2023",1.196,0.0077,212,0.26553528816838,0.03,4,NA,NA,38,155.324675324675
"SHE",2020-06-29,"2023","SHE-18","Field","2023",1.593,0.0054,108,0.251243973389506,0.16,6,NA,NA,17,295
"SHE",2020-06-29,"2023","SHE-19","Field","2023",0.868,0.0033,100,0.213645930249144,0.23,5,NA,NA,41,263.030303030303
"SHE",2020-06-29,"2023","SHE-20","Field","2023",1.682,0.0067,100,0.229357679965471,0.05,3,NA,NA,32,251.044776119403
"SHE",2020-06-29,"2023","SHE-21","Field","2023",0.865,0.0049,116,0.23466256962984,0.12,5,NA,NA,38,176.530612244898
"SHE",2020-06-29,"2023","SHE-22","Field","2023",0.973,0.005,140,0.266810780765277,0.13,5,NA,NA,47,194.6
"SHE",2020-06-29,"2023","SHE-23","Field","2023",0.872,0.0058,148,0.250896111772171,0.24,6,NA,NA,53,150.344827586207
"SHE",2020-06-29,"2023","SHE-24","Field","2023",1.049,0.0052,132,0.277594490902682,0.3,6,NA,NA,46,201.730769230769
"SHE",2020-06-29,"2023","SHE-25","Field","2023",0.568,0.002,128,0.314786695489486,0.12,4,NA,NA,23,284
"SHE",2020-06-29,"2023","SHE-26","Field","2023",0.969,0.0045,184,0.220255300978522,0.15,5,NA,NA,19,215.333333333333
"SHE",2020-06-29,"2023","SHE-27","Field","2023",1.029,0.0066,196,0.218805877572956,0.16,4,NA,NA,26,155.909090909091
"SHE",2020-06-29,"2023","SHE-28","Field","2023",0.978,0.0046,164,0.252896316071851,0.07,8,NA,NA,30,212.608695652174
"SHE",2020-06-29,"2023","SHE-29","Field","2023",0.917,0.0054,172,0.258317159608665,0.17,7,NA,NA,24,169.814814814815
"SHE",2020-06-29,"2023","SHE-30","Field","2023",1.75,0.007,112,0.263216210719475,0.17,4,NA,NA,50,250
"KAN",2020-06-27,"2023","KAN-1","Field","2023",0.846,0.0073,228,0.295451387259246,0.081,5,NA,NA,25,115.890410958904
"KAN",2020-06-27,"2023","KAN-2","Field","2023",1.282,0.0105,196,0.213645930249144,0.001,5,NA,NA,17,122.095238095238
"KAN",2020-06-27,"2023","KAN-3","Field","2023",1.848,0.0127,124,0.249736573047719,0.06,4,NA,NA,21,145.511811023622
"KAN",2020-06-27,"2023","KAN-4","Field","2023",0.513,0.0036,188,0.282000738055601,0.01,5,NA,NA,16,142.5
"KAN",2020-06-27,"2023","KAN-5","Field","2023",0.846,0.0053,192,0.209587544713562,0,6,NA,NA,25,159.622641509434
"KAN",2020-06-27,"2023","KAN-6","Field","2023",0.99,0.0079,204,0.195760045424469,0.001,6,NA,NA,22,125.316455696203
"KAN",2020-06-27,"2023","KAN-7","Field","2023",1.792,0.0129,152,0.274898563368331,0.015,6,NA,NA,26,138.914728682171
"KAN",2020-06-27,"2023","KAN-8","Field","2023",0.928,0.0077,248,0.238981851378424,0,6,NA,NA,15,120.519480519481
"KAN",2020-06-27,"2023","KAN-9","Field","2023",1.341,0.0105,308,0.198513949895043,0.03,6,NA,NA,27,127.714285714286
"KAN",2020-06-27,"2023","KAN-10","Field","2023",1.718,0.0131,180,0.265651242040825,0.25,4,NA,NA,17,131.145038167939
"KAN",2020-06-27,"2023","KAN-11","Field","2023",0.813,0.0056,208,0.22399481336488,0.2,4,NA,NA,19,145.178571428571
"KAN",2020-06-27,"2023","KAN-12","Field","2023",1.486,0.0107,148,0.246228968406251,0,7,NA,NA,34,138.878504672897
"KAN",2020-06-27,"2023","KAN-13","Field","2023",1.12,0.0094,184,0.242141594402557,0.01,8,NA,NA,21,119.148936170213
"KAN",2020-06-27,"2023","KAN-14","Field","2023",1.543,0.0104,140,0.23332910009672,0,6,NA,NA,25,148.365384615385
"KAN",2020-06-27,"2023","KAN-15","Field","2023",0.867,0.0047,172,0.126999399064455,0.01,5,NA,NA,15,184.468085106383
"KAN",2020-06-27,"2023","KAN-17","Field","2023",1.024,0.0057,140,0.146305718826583,0.13,7,NA,NA,15,179.649122807018
"KAN",2020-06-27,"2023","KAN-18","Field","2023",0.547,0.0024,144,0.0819458308732572,0.04,6,NA,NA,20,227.916666666667
"KAN",2020-06-27,"2023","KAN-19","Field","2023",1.05,0.0067,156,0.186106885543405,0,4,NA,NA,20,156.716417910448
"KAN",2020-06-27,"2023","KAN-20","Field","2023",0.941,0.0087,248,0.352210807821181,0.01,8,NA,NA,16,108.16091954023
"KAN",2020-06-27,"2023","KAN-21","Field","2023",0.835,0.0074,196,0.195789033892581,0.12,8,NA,NA,21,112.837837837838
"KAN",2020-06-27,"2023","KAN-22","Field","2023",0.887,0.0077,208,0.263361153060032,0.185,8,NA,NA,16,115.194805194805
"KAN",2020-06-27,"2023","KAN-23","Field","2023",1.049,0.0077,164,0.23843107048431,0.105,6,NA,NA,26,136.233766233766
"KAN",2020-06-27,"2023","KAN-24","Field","2023",1.082,0.0089,184,0.223241113193986,0.05,7,NA,NA,30,121.573033707865
"KAN",2020-06-27,"2023","KAN-25","Field","2023",1.323,0.0101,176,0.260491294717013,0.02,6,NA,NA,22,130.990099009901
"KAN",2020-06-27,"2023","KAN-26","Field","2023",1.25,0.0097,188,0.222110562937645,0.01,6,NA,NA,26,128.865979381443
"KAN",2020-06-27,"2023","KAN-27","Field","2023",1.066,0.0083,144,0.261158029483573,0,7,NA,NA,19,128.433734939759
"KAN",2020-06-27,"2023","KAN-28","Field","2023",0.621,0.0041,196,0.253968889391969,0.015,7,NA,NA,17,151.463414634146
"KAN",2020-06-27,"2023","KAN-29","Field","2023",0.776,0.005,158,0.255157416584532,0.05,7,NA,NA,16,155.2
"KAN",2020-06-27,"2023","KAN-30","Field","2023",0.979,0.0081,164,0.193817818061012,0.03,8,NA,NA,14,120.864197530864
"TAL",2020-07-06,"2023","TAL-1","Field","2023",2.429,0.0122,84,0.150277138957832,0.3,6,NA,NA,41,199.098360655738
"TAL",2020-07-06,"2023","TAL-2","Field","2023",1.136,0.0087,176,0.159437494881004,0.13,9,NA,NA,37,130.574712643678
"TAL",2020-07-06,"2023","TAL-3","Field","2023",1.238,0.0068,144,0.133144954304051,0.08,20,NA,NA,19,182.058823529412
"TAL",2020-07-06,"2023","TAL-4","Field","2023",1.159,0.0059,92,0.159031656327446,0.13,9,NA,NA,38,196.440677966102
"TAL",2020-07-06,"2023","TAL-5","Field","2023",1.545,0.0092,104,0.222574378427426,0.1,9,NA,NA,40,167.934782608696
"TAL",2020-07-06,"2023","TAL-6","Field","2023",0.733,0.0042,192,0.15311800883274,0.19,8,NA,NA,21,174.52380952381
"TAL",2020-07-06,"2023","TAL-7","Field","2023",1.416,0.0064,116,0.165235188503265,0.12,6,NA,NA,33,221.25
"TAL",2020-07-06,"2023","TAL-8","Field","2023",0.881,0.0045,156,0.186106885543405,0.09,10,NA,NA,35,195.777777777778
"TAL",2020-07-06,"2023","TAL-9","Field","2023",1.035,0.006,152,0.16822100071873,0.13,6,NA,NA,31,172.5
"TAL",2020-07-06,"2023","TAL-10","Field","2023",0.735,0.0036,132,0.204920401347641,0.1,16,NA,NA,39,204.166666666667
"TAL",2020-07-06,"2023","TAL-11","Field","2023",0.912,0.006,124,0.0980399194212611,0.16,6,NA,NA,34,152
"TAL",2020-07-06,"2023","TAL-12","Field","2023",0.838,0.005,172,0.163669811225255,0.09,18,NA,NA,40,167.6
"TAL",2020-07-06,"2023","TAL-13","Field","2023",0.915,0.0051,156,0.126216710425449,0.2,6,NA,NA,30,179.411764705882
"TAL",2020-07-06,"2023","TAL-14","Field","2023",1.542,0.0084,116,0.146943465125032,0.08,8,NA,NA,38,183.571428571429
"TAL",2020-07-06,"2023","TAL-15","Field","2023",1.23,0.0071,128,0.124042575317101,0.14,8,NA,NA,40,173.239436619718
"TAL",2020-07-06,"2023","TAL-16","Field","2023",0.903,0.0049,136,0.14201542554611,0.1,8,NA,NA,40,184.285714285714
"TAL",2020-07-06,"2023","TAL-17","Field","2023",1.075,0.0067,108,0.132565184941825,0.13,11,NA,NA,29,160.44776119403
"TAL",2020-07-06,"2023","TAL-19","Field","2023",1.305,0.0069,116,0.167496289015947,0,6,NA,NA,24,189.130434782609
"TAL",2020-07-06,"2023","TAL-20","Field","2023",1.302,0.0067,104,0.138044005414862,0.15,10,NA,NA,32,194.328358208955
"TAL",2020-07-06,"2023","TAL-21","Field","2023",1.824,0.0112,136,0.169351550975071,0.15,22,NA,NA,60,162.857142857143
"TAL",2020-07-06,"2023","TAL-22","Field","2023",1.545,0.0086,164,0.210921014246682,0.13,21,NA,NA,48,179.651162790698
"TAL",2020-07-06,"2023","TAL-23","Field","2023",1.67,0.0094,108,0.108562733345665,0.18,19,NA,NA,49,177.659574468085
"OAK",2020-06-27,"2023","OAK-1","Field","2023",0.869,0.0041,96,0.289653693636985,0.4,4,NA,NA,21,211.951219512195
"OAK",2020-06-27,"2023","OAK-2","Field","2023",1.057,0.0061,144,0.193817818061012,0.14,5,NA,NA,56,173.27868852459
"OAK",2020-06-27,"2023","OAK-3","Field","2023",0.881,0.005,200,0.253823947051412,0.22,6,NA,NA,53,176.2
"OAK",2020-06-27,"2023","OAK-4","Field","2023",0.923,0.0071,168,0.299364830454272,0.01,6,NA,NA,38,130
"OAK",2020-06-27,"2023","OAK-5","Field","2023",1.377,0.0074,124,0.234459650353061,0.08,5,NA,NA,51,186.081081081081
"OAK",2020-06-27,"2023","OAK-6","Field","2023",0.991,0.0034,144,0.317917450045507,0.051,3,NA,NA,43,291.470588235294
"OAK",2020-06-27,"2023","OAK-7","Field","2023",1.403,0.0066,136,0.236314912312184,0.11,5,NA,NA,59,212.575757575758
"OAK",2020-06-27,"2023","OAK-8","Field","2023",0.722,0.0039,168,0.200688085003391,0.05,5,NA,NA,47,185.128205128205
"OAK",2020-06-27,"2023","OAK-9","Field","2023",1.054,0.0053,184,0.220429231787189,0.19,5,NA,NA,42,198.867924528302
"OAK",2020-06-27,"2023","OAK-10","Field","2023",1.522,0.0068,128,0.201296842833728,0,5,NA,NA,44,223.823529411765
"OAK",2020-06-27,"2023","OAK-11","Field","2023",0.679,0.0035,172,0.210138325607676,0.35,4,NA,NA,39,194
"OAK",2020-06-27,"2023","OAK-12","Field","2023",0.764,0.0039,140,0.221733712852198,0.06,5,NA,NA,44,195.897435897436
"OAK",2020-06-27,"2023","OAK-13","Field","2023",1.822,0.01,148,0.278898971967691,0.09,5,NA,NA,49,182.2
"OAK",2020-06-27,"2023","OAK-14","Field","2023",1.511,0.0128,184,0.183237027200386,0.12,8,NA,NA,51,118.046875
"OAK",2020-06-27,"2023","OAK-15","Field","2023",1.913,0.0114,144,0.337832527637973,0.29,9,NA,NA,60,167.80701754386
"OAK",2020-06-27,"2023","OAK-16","Field","2023",2.32,0.0182,252,0.202427393090069,0.06,9,NA,NA,42,127.472527472527
"OAK",2020-06-27,"2023","OAK-17","Field","2023",1.225,0.0064,124,0.247910299556706,0.14,6,NA,NA,44,191.40625
"OAK",2020-06-27,"2023","OAK-18","Field","2023",1.929,0.0115,148,0.252055650496623,0.21,8,NA,NA,48,167.739130434783
"OAK",2020-06-27,"2023","OAK-19","Field","2023",1.932,0.0094,152,0.311916837146467,0.08,8,NA,NA,55,205.531914893617
"OAK",2020-06-27,"2023","OAK-20","Field","2023",2.286,0.0136,172,0.287972362486529,0.021,7,NA,NA,59,168.088235294118
"OAK",2020-06-27,"2023","OAK-21","Field","2023",1.161,0.007,196,0.271564889535531,0.205,7,NA,NA,49,165.857142857143
"OAK",2020-06-27,"2023","OAK-22","Field","2023",1.354,0.0064,136,0.274608678687218,0.09,7,NA,NA,52,211.5625
"OAK",2020-06-27,"2023","OAK-23","Field","2023",1.745,0.0096,168,0.285566319633291,0.15,5,NA,NA,62,181.770833333333
