Plant_ID,Leaf_location,Leaf_rep,Sample,Leaf_weight,Experiement,Notes
PLA-25,,,786,50,Field,
PLA-26,,,787,50,Field,
PLA-27,,,788,50,Field,
PLA-28,,,789,50,Field,
PLA-29,,,790,50,Field,
PLA-30,,,791,50,Field,
TAL-1,,,792,50,Field,
TAL-2,,,793,50,Field,
TAL-3,,,794,50,Field,
TAL-4,,,795,50,Field,
TAL-5,,,796,50,Field,
TAL-6,,,797,50,Field,
TAL-7,,,798,50,Field,
TAL-8,,,799,50,Field,
TAL-9,,,800,50,Field,
TAL-10,,,801,50,Field,
TAL-11,,,802,50,Field,
TAL-12,,,803,50,Field,
TAL-13,,,804,50,Field,
TAL-14,,,805,50,Field,
TAL-15,,,806,50,Field,
TAL-16,,,807,50,Field,
TAL-17,,,808,50,Field,
TAL-19,,,810,50,Field,
TAL-20,,,811,50,Field,
TAL-21,,,812,50,Field,
TAL-22,,,813,50,Field,
TAL-23,,,814,50,Field,
GRE-1,,,815,50,Field,
GRE-2,,,816,50,Field,
GRE-3,,,817,50,Field,
GRE-4,,,818,50,Field,
GRE-5,,,819,50,Field,
GRE-6,,,820,50,Field,
GRE-7,,,821,50,Field,
GRE-8,,,822,50,Field,
GRE-9,,,823,50,Field,
GRE-10,,,824,50,Field,
GRE-11,,,825,50,Field,
GRE-12,,,826,50,Field,
GRE-13,,,827,50,Field,
GRE-14,,,828,50,Field,
GRE-15,,,829,50,Field,
GRE-16,,,830,50,Field,
GRE-17,,,831,50,Field,
GRE-18,,,832,50,Field,
GRE-19,,,833,50,Field,
GRE-20,,,834,50,Field,
GRE-21,,,835,50,Field,
GRE-22,,,836,50,Field,
GRE-23,,,837,50,Field,
GRE-24,,,838,50,Field,
GRE-25,,,839,50,Field,
GRE-26,,,840,50,Field,
GRE-27,,,841,50,Field,
GRE-28,,,842,50,Field,
GRE-29,,,843,50,Field,
GRE-30,,,844,50,Field,
QUI-1,,,961,50,Field,
QUI-2,,,962,50,Field,
QUI-3,,,963,50,Field,
QUI-4,,,964,50,Field,
QUI-5,,,965,50,Field,
QUI-6,,,966,50,Field,
QUI-7,,,967,50,Field,
QUI-8,,,968,50,Field,
QUI-9,,,969,50,Field,
QUI-10,,,970,50,Field,
QUI-11,,,971,50,Field,
QUI-12,,,972,50,Field,
QUI-13,,,973,50,Field,
QUI-14,,,974,50,Field,
QUI-15,,,975,50,Field,
QUI-16,,,976,50,Field,
QUI-17,,,977,50,Field,
QUI-18,,,978,50,Field,
QUI-19,,,979,50,Field,
QUI-20,,,980,50,Field,
QUI-21,,,981,50,Field,
QUI-22,,,982,50,Field,
QUI-23,,,983,50,Field,
QUI-24,,,984,50,Field,
QUI-25,,,985,50,Field,
QUI-26,,,986,50,Field,
QUI-27,,,987,50,Field,
QUI-28,,,988,50,Field,
QUI-29,,,989,50,Field,
QUI-30,,,990,50,Field,
OAK-1,,,931,50,Field,
OAK-2,,,932,50,Field,
OAK-3,,,933,50,Field,
OAK-4,,,934,50,Field,
OAK-5,,,935,50,Field,
OAK-6,,,936,50,Field,
OAK-7,,,937,50,Field,
OAK-8,,,938,50,Field,
OAK-9,,,939,50,Field,
OAK-10,,,940,50,Field,
OAK-11,,,941,50,Field,
OAK-12,,,942,50,Field,
OAK-13,,,943,50,Field,
OAK-14,,,944,50,Field,
OAK-15,,,945,50,Field,
OAK-16,,,946,50,Field,
OAK-17,,,947,50,Field,
OAK-18,,,948,50,Field,
OAK-19,,,949,50,Field,
OAK-20,,,950,50,Field,
OAK-21,,,951,50,Field,
OAK-22,,,952,50,Field,
OAK-23,,,953,50,Field,
OAK-24,,,954,50,Field,
OAK-25,,,955,50,Field,
OAK-26,,,956,50,Field,
OAK-27,,,957,50,Field,
OAK-28,,,958,50,Field,
OAK-29,,,959,50,Field,
OAK-30,,,960,50,Field,
SHE-1,,,901,50,Field,
SHE-2,,,902,50,Field,
SHE-3,,,903,50,Field,
SHE-4,,,904,50,Field,
SHE-5,,,905,50,Field,
SHE-6,,,906,50,Field,
SHE-7,,,907,50,Field,
SHE-8,,,908,50,Field,
SHE-9,,,909,50,Field,
SHE-10,,,910,50,Field,
SHE-11,,,911,50,Field,
SHE-12,,,912,50,Field,
SHE-13,,,913,50,Field,
SHE-14,,,914,50,Field,
SHE-15,,,915,50,Field,
SHE-16,,,916,50,Field,
SHE-17,,,917,50,Field,
SHE-18,,,918,50,Field,
SHE-19,,,919,50,Field,
SHE-20,,,920,50,Field,
SHE-21,,,921,50,Field,
SHE-22,,,922,50,Field,
SHE-23,,,923,50,Field,
SHE-24,,,924,50,Field,
SHE-25,,,925,50,Field,
SHE-26,,,926,50,Field,
SHE-27,,,927,50,Field,
SHE-28,,,928,50,Field,
SHE-29,,,929,50,Field,
SHE-30,,,930,50,Field,
N5-4C,Stamen,,1.1,15.8,Jake,
N5-4C,Corolla,,1.2,10.3,Jake,
ECO-1A,Stamen,,2.1,10.3,Jake,
ECO-1A,Corolla,,2.2,5.3,Jake,
PS-5D,Stamen,,3.1,16.9,Jake,
PS-5D,Corolla,,3.2,15.9,Jake,
ECO-3A,Stamen,,4.1,14.9,Jake,
ECO-3A,Corolla,,4.2,5.9,Jake,
DUDU-8B,Stamen,,5.1,9.5,Jake,
DUDU-8B,Corolla,,5.2,5.3,Jake,
DUDU-7F,Stamen,,6.1,5.4,Jake,
DUDU-7F,Corolla,,6.2,2.8,Jake,
DUDU-9A,Stamen,,7.1,11.5,Jake,
DUDU-9A,Corolla,,7.2,2.9,Jake,
PS-2A,Stamen,,8.1,5.7,Jake,
PS-2A,Corolla,,8.2,3.6,Jake,
DUDU-8A,Stamen,,9.1,10,Jake,
DUDU-8A,Corolla,,9.2,3.8,Jake,
I4-3B,Stamen,,10.1,30.2,Jake,
I4-3B,Corolla,,10.2,10.5,Jake,
DUDU-9F,Stamen,,11.1,7.8,Jake,
DUDU-9F,Corolla,,11.2,4.9,Jake,
PS-1C,Stamen,,12.1,6,Jake,
PS-1C,Corolla,,12.2,26,Jake,
PS-5D,Stamen,,13.1,17.8,Jake,
PS-5D,Corolla,,13.2,7,Jake,
DUDU-6B,Stamen,,14.1,17.6,Jake,
DUDU-6B,Corolla,,14.2,7.4,Jake,
DUDU-6C,Stamen,,15.1,19.3,Jake,
DUDU-6C,Corolla,,15.2,7,Jake,
DUDU-5C,Stamen,,16.1,10.1,Jake,
DUDU-5C,Corolla,,16.2,4.9,Jake,
