"","Pop","Year","image_date","NPP_g"
"1250","GRE",2017,2017-06-02,0.0293
"1251","GRE",2017,2017-06-10,0.03101
"1252","GRE",2017,2017-06-18,0.0254333333333333
"1253","GRE",2017,2017-06-26,0.0355631578947368
"1254","GRE",2017,2017-07-04,0.0285666666666667
"1255","GRE",2017,2017-07-12,0.02893
"1256","GRE",2017,2017-07-20,0.0126416666666667
"1257","GRE",2018,2018-05-01,0.049345
"1258","GRE",2018,2018-05-09,0.0317823529411765
"1259","GRE",2018,2018-05-17,0.0323636363636364
"1260","GRE",2018,2018-05-25,0.0276666666666667
"1261","GRE",2018,2018-06-02,0.0356588235294118
"1262","GRE",2018,2018-06-10,0.0271
"1263","GRE",2018,2018-06-18,0.0246571428571429
"1264","GRE",2018,2018-06-26,0.0224
"1265","GRE",2018,2018-07-04,0.0271875
"1266","GRE",2018,2018-07-12,0.02
"1267","GRE",2018,2018-07-20,0.0163066666666667
"1268","GRE",2018,2018-07-28,0.01359
"1269","GRE",2019,2019-05-01,0.0419944444444444
"1270","GRE",2019,2019-05-09,0.0427666666666667
"1271","GRE",2019,2019-05-25,0.0362866666666667
"1272","GRE",2019,2019-06-02,0.0296105263157895
"1273","GRE",2019,2019-06-10,0.0376
"1274","GRE",2019,2019-06-18,0.02686
"1275","GRE",2019,2019-06-26,0.0214875
"1276","GRE",2019,2019-07-04,0.0204307692307692
"1277","GRE",2019,2019-07-20,0.0264538461538462
"1278","GRE",2019,2019-07-28,0.0118625
"1279","GRE",2020,2020-05-08,0.048445
"1280","GRE",2020,2020-05-16,0.0154
"1281","GRE",2020,2020-05-24,0.0421
"1282","GRE",2020,2020-06-01,0.0324875
"1283","GRE",2020,2020-06-09,0.0493578947368421
"1284","GRE",2020,2020-06-25,0.0195714285714286
"1285","GRE",2020,2020-07-03,0.0310222222222222
"1286","GRE",2020,2020-07-11,0.0217611111111111
"1287","GRE",2020,2020-07-19,0.0102666666666667
"1288","GRE",2020,2020-07-27,0.0257833333333333
"1289","GRE",2021,2021-05-01,0.044905
"1290","GRE",2021,2021-05-09,0.0471
"1291","GRE",2021,2021-05-17,0.0455666666666667
"1292","GRE",2021,2021-05-25,0.0501642857142857
"1293","GRE",2021,2021-06-10,0.03464
"1294","GRE",2021,2021-06-18,0.0375333333333333
"1295","GRE",2021,2021-06-26,0.0353
"1296","GRE",2021,2021-07-04,0.0270666666666667
"1297","GRE",2021,2021-07-28,0.0261833333333333
"1298","GRE",2022,2022-05-01,0.0463857142857143
"1299","GRE",2022,2022-05-09,0.04829
"1300","GRE",2022,2022-05-17,0.0336947368421053
"1301","GRE",2022,2022-05-25,0.0390684210526316
"1302","GRE",2022,2022-06-10,0.0158428571428571
"1303","GRE",2022,2022-06-18,0.00101052631578947
"1304","GRE",2022,2022-07-04,0.00917692307692308
"1305","GRE",2022,2022-07-12,0.01485
"1306","GRE",2022,2022-07-28,0.01705
"1307","GRE",2023,2023-05-09,0.03265
"1308","GRE",2023,2023-05-25,0.058935
"1309","GRE",2023,2023-06-02,0.036605
"1310","GRE",2023,2023-06-10,0.0302277777777778
"1311","GRE",2023,2023-06-18,0.0342736842105263
"1312","GRE",2023,2023-06-26,0.0221882352941176
"1313","GRE",2023,2023-07-04,0.02434
"1314","GRE",2023,2023-07-12,0.02502
"1315","GRE",2023,2023-07-20,0.0199684210526316
"1316","GRE",2023,2023-07-28,0.0122166666666667
"1317","GRE",2024,2024-05-08,0.03691
"1318","GRE",2024,2024-05-16,0.04095
"1319","GRE",2024,2024-05-24,0.04137
"1320","GRE",2024,2024-06-09,0.0353578947368421
"1321","GRE",2024,2024-06-17,0.020085
"1322","GRE",2024,2024-06-25,0.02521
"1323","GRE",2024,2024-07-03,0.0240235294117647
"1324","GRE",2024,2024-07-11,0.0148944444444444
"1325","GRE",2024,2024-07-27,0.0151375
"1326","GRE",2025,2025-05-01,0.0251277777777778
"1327","GRE",2025,2025-05-09,0.0209
"1328","GRE",2025,2025-05-17,0.0334722222222222
"1329","GRE",2025,2025-05-25,0.0407375
"1330","GRE",2025,2025-06-02,0.0361052631578947
"1331","GRE",2025,2025-06-10,0.0215666666666667
"1332","GRE",2025,2025-06-18,0.0243333333333333
"1333","GRE",2025,2025-07-04,0.0232473684210526
"1334","GRE",2025,2025-07-12,0.0288
"1335","GRE",2025,2025-07-20,0.0285083333333333
"1336","GRE",2025,2025-07-28,0.0265333333333333
"1337","HIX",2013,2013-05-01,0.0458066666666667
"1338","HIX",2013,2013-05-09,0.0581714285714286
"1339","HIX",2013,2013-05-17,0.0471588235294118
"1340","HIX",2013,2013-05-25,0.0578333333333333
"1341","HIX",2013,2013-06-02,0.0315823529411765
"1342","HIX",2013,2013-06-10,0.0494642857142857
"1343","HIX",2013,2013-06-18,0.0512818181818182
"1344","HIX",2013,2013-06-26,0.0403714285714286
"1345","HIX",2013,2013-07-04,0.0243888888888889
"1346","HIX",2013,2013-07-12,0.0412684210526316
"1347","HIX",2013,2013-07-20,0.0400388888888889
"1348","HIX",2013,2013-07-28,0.0369684210526316
"1349","HIX",2014,2014-05-01,0.0659214285714286
"1350","HIX",2014,2014-05-17,0.0396833333333333
"1351","HIX",2014,2014-05-25,0.0349
"1352","HIX",2014,2014-06-10,0.0317923076923077
"1353","HIX",2014,2014-06-18,0.0270785714285714
"1354","HIX",2014,2014-06-26,0.025515
"1355","HIX",2014,2014-07-04,0.0250588235294118
"1356","HIX",2014,2014-07-12,0.0272714285714286
"1357","HIX",2014,2014-07-20,0.02382
"1358","HIX",2014,2014-07-28,0.0363111111111111
"1359","HIX",2015,2015-05-01,0.0545733333333333
"1360","HIX",2015,2015-05-09,0.0382266666666667
"1361","HIX",2015,2015-05-17,0.05328125
"1362","HIX",2015,2015-05-25,0.0465
"1363","HIX",2015,2015-06-10,0.02648
"1364","HIX",2015,2015-06-18,0.0168125
"1365","HIX",2015,2015-06-26,0.01876
"1366","HIX",2015,2015-07-04,0.0252294117647059
"1367","HIX",2015,2015-07-12,0.0228333333333333
"1368","HIX",2015,2015-07-20,0.02602
"1369","HIX",2015,2015-07-28,0.0167
"1370","HIX",2016,2016-05-08,0.0558461538461538
"1371","HIX",2016,2016-05-16,0.0493
"1372","HIX",2016,2016-05-24,0.042275
"1373","HIX",2016,2016-06-01,0.0314615384615385
"1374","HIX",2016,2016-06-09,0.0242923076923077
"1375","HIX",2016,2016-06-17,0.0193235294117647
"1376","HIX",2016,2016-06-25,0.0176846153846154
"1377","HIX",2016,2016-07-11,0.00939375
"1378","HIX",2016,2016-07-19,-0.00827333333333333
"1379","HIX",2016,2016-07-27,0.00685833333333333
"1380","HIX",2017,2017-05-01,0.04948
"1381","HIX",2017,2017-05-09,0.0404066666666667
"1382","HIX",2017,2017-05-17,0.0380333333333333
"1383","HIX",2017,2017-05-25,0.0309111111111111
"1384","HIX",2017,2017-06-02,0.0241285714285714
"1385","HIX",2017,2017-06-10,0.0378857142857143
"1386","HIX",2017,2017-06-26,0.0389466666666667
"1387","HIX",2017,2017-07-04,0.0256785714285714
"1388","HIX",2017,2017-07-12,0.0142866666666667
"1389","HIX",2017,2017-07-20,0.00372142857142857
"1390","HIX",2018,2018-05-01,0.0547066666666667
"1391","HIX",2018,2018-05-09,0.0321857142857143
"1392","HIX",2018,2018-05-17,0.0394333333333333
"1393","HIX",2018,2018-05-25,0.02418
"1394","HIX",2018,2018-06-02,0.0423928571428571
"1395","HIX",2018,2018-06-10,0.0375
"1396","HIX",2018,2018-06-18,0.0316692307692308
"1397","HIX",2018,2018-06-26,0.0258909090909091
"1398","HIX",2018,2018-07-04,0.026725
"1399","HIX",2018,2018-07-12,0.0215
"1400","HIX",2018,2018-07-20,0.0256375
"1401","HIX",2018,2018-07-28,0.019575
"1402","HIX",2019,2019-05-01,0.0426071428571429
"1403","HIX",2019,2019-05-09,0.0393666666666667
"1404","HIX",2019,2019-05-25,0.0439666666666667
"1405","HIX",2019,2019-06-02,0.033
"1406","HIX",2019,2019-06-10,0.04190625
"1407","HIX",2019,2019-06-18,0.0299933333333333
"1408","HIX",2019,2019-06-26,0.0232333333333333
"1409","HIX",2019,2019-07-04,0.0278714285714286
"1410","HIX",2019,2019-07-12,0.0189833333333333
"1411","HIX",2019,2019-07-20,0.0331842105263158
"1412","HIX",2019,2019-07-28,0.0158625
"1413","HIX",2020,2020-05-08,0.0465866666666667
"1414","HIX",2020,2020-05-24,0.04504375
"1415","HIX",2020,2020-06-01,0.0381333333333333
"1416","HIX",2020,2020-06-09,0.0579785714285714
"1417","HIX",2020,2020-06-25,0.0261611111111111
"1418","HIX",2020,2020-07-03,0.0141333333333333
"1419","HIX",2020,2020-07-11,0.01518125
"1420","HIX",2020,2020-07-19,0.0139166666666667
"1421","HIX",2020,2020-07-27,0.0139384615384615
"1422","HIX",2021,2021-05-01,0.0455625
"1423","HIX",2021,2021-05-09,0.0599
"1424","HIX",2021,2021-05-17,0.0501714285714286
"1425","HIX",2021,2021-05-25,0.0489357142857143
"1426","HIX",2021,2021-06-02,0.0277571428571429
"1427","HIX",2021,2021-06-10,0.043475
"1428","HIX",2021,2021-06-18,0.04542
"1429","HIX",2021,2021-06-26,0.0397714285714286
"1430","HIX",2021,2021-07-04,0.0255529411764706
"1431","HIX",2021,2021-07-20,0.0286176470588235
"1432","HIX",2021,2021-07-28,0.02173125
"1433","HIX",2022,2022-05-01,0.0562066666666667
"1434","HIX",2022,2022-05-09,0.05894
"1435","HIX",2022,2022-05-17,0.0281571428571429
"1436","HIX",2022,2022-05-25,0.0489083333333333
"1437","HIX",2022,2022-06-02,0.0387090909090909
"1438","HIX",2022,2022-06-10,0.02100625
"1439","HIX",2022,2022-06-18,0.03192
"1440","HIX",2022,2022-06-26,0.0266727272727273
"1441","HIX",2022,2022-07-04,0.0251583333333333
"1442","HIX",2022,2022-07-12,0.0212533333333333
"1443","HIX",2022,2022-07-20,0.01731
"1444","HIX",2022,2022-07-28,0.017335
"1445","HIX",2023,2023-05-09,0.0426388888888889
"1446","HIX",2023,2023-05-17,0.06069
"1447","HIX",2023,2023-05-25,0.0626545454545454
"1448","HIX",2023,2023-06-02,0.056225
"1449","HIX",2023,2023-06-10,0.0423090909090909
"1450","HIX",2023,2023-06-18,0.0342357142857143
"1451","HIX",2023,2023-07-04,0.0325470588235294
"1452","HIX",2023,2023-07-12,0.0271555555555556
"1453","HIX",2023,2023-07-20,0.0284166666666667
"1454","HIX",2023,2023-07-28,0.02518125
"1455","HIX",2024,2024-05-08,0.04542
"1456","HIX",2024,2024-05-16,0.0436666666666667
"1457","HIX",2024,2024-05-24,0.0451894736842105
"1458","HIX",2024,2024-06-09,0.04463
"1459","HIX",2024,2024-06-17,0.0259
"1460","HIX",2024,2024-06-25,0.02155625
"1461","HIX",2024,2024-07-03,0.0182
"1462","HIX",2024,2024-07-11,0.0074125
"1463","HIX",2024,2024-07-27,0.0267866666666667
"1464","HIX",2025,2025-05-01,0.0294928571428571
"1465","HIX",2025,2025-05-17,0.0367294117647059
"1466","HIX",2025,2025-05-25,0.05435
"1467","HIX",2025,2025-06-02,0.0519066666666667
"1468","HIX",2025,2025-06-10,0.0383666666666667
"1469","HIX",2025,2025-06-18,0.0290888888888889
"1470","HIX",2025,2025-07-04,0.0308705882352941
"1471","HIX",2025,2025-07-12,0.02725625
"1472","HIX",2025,2025-07-20,0.0278625
"1473","HIX",2025,2025-07-28,0.03004
"1474","I1",2013,2013-05-01,0.0273333333333333
"1475","I1",2013,2013-05-09,0.040664
"1476","I1",2013,2013-05-17,0.035775
"1477","I1",2013,2013-05-25,0.0385208333333333
"1478","I1",2013,2013-06-02,0.0301444444444444
"1479","I1",2013,2013-06-10,0.0395
"1480","I1",2013,2013-06-18,0.0349636363636364
"1481","I1",2013,2013-06-26,0.0356608695652174
"1482","I1",2013,2013-07-04,0.0220285714285714
"1483","I1",2013,2013-07-12,0.0406461538461538
"1484","I1",2013,2013-07-20,0.030875
"1485","I1",2013,2013-07-28,0.0322076923076923
"1486","I1",2014,2014-05-01,0.0425961538461538
"1487","I1",2014,2014-05-17,0.0363
"1488","I1",2014,2014-05-25,0.026868
"1489","I1",2014,2014-06-02,0.0336769230769231
"1490","I1",2014,2014-06-10,0.0355789473684211
"1491","I1",2014,2014-06-18,0.0286166666666667
"1492","I1",2014,2014-06-26,0.0248608695652174
"1493","I1",2014,2014-07-04,0.0345777777777778
"1494","I1",2014,2014-07-12,0.0318111111111111
"1495","I1",2014,2014-07-20,0.0341576923076923
"1496","I1",2014,2014-07-28,0.0310217391304348
"1497","I1",2015,2015-05-01,0.0413555555555556
"1498","I1",2015,2015-05-09,0.02517
"1499","I1",2015,2015-05-17,0.0377217391304348
"1500","I1",2015,2015-05-25,0.0278666666666667
"1501","I1",2015,2015-06-10,0.0329958333333333
"1502","I1",2015,2015-06-18,0.02485
"1503","I1",2015,2015-06-26,0.0207619047619048
"1504","I1",2015,2015-07-04,0.0316
"1505","I1",2015,2015-07-12,0.0221
"1506","I1",2015,2015-07-20,0.0224454545454545
"1507","I1",2015,2015-07-28,0.0213176470588235
"1508","I1",2016,2016-05-08,0.0312148148148148
"1509","I1",2016,2016-05-16,0.0392909090909091
"1510","I1",2016,2016-05-24,0.03088
"1511","I1",2016,2016-06-01,0.0299962962962963
"1512","I1",2016,2016-06-09,0.031132
"1513","I1",2016,2016-06-17,0.0297962962962963
"1514","I1",2016,2016-06-25,0.0341095238095238
"1515","I1",2016,2016-07-11,0.02239
"1516","I1",2016,2016-07-19,0.0151941176470588
"1517","I1",2016,2016-07-27,0.0196235294117647
"1518","I1",2017,2017-05-01,0.037612
"1519","I1",2017,2017-05-09,0.040162962962963
"1520","I1",2017,2017-05-17,0.030005
"1521","I1",2017,2017-05-25,0.0371307692307692
"1522","I1",2017,2017-06-02,0.0322058823529412
"1523","I1",2017,2017-06-10,0.0375086956521739
"1524","I1",2017,2017-06-18,0.0335217391304348
"1525","I1",2017,2017-06-26,0.0347625
"1526","I1",2017,2017-07-04,0.0338
"1527","I1",2017,2017-07-12,0.0248259259259259
"1528","I1",2017,2017-07-20,0.0122071428571429
"1529","I1",2018,2018-05-01,0.0368954545454545
"1530","I1",2018,2018-05-09,0.0305947368421053
"1531","I1",2018,2018-05-17,0.0314111111111111
"1532","I1",2018,2018-06-02,0.0375083333333333
"1533","I1",2018,2018-06-10,0.0277461538461538
"1534","I1",2018,2018-06-18,0.0272692307692308
"1535","I1",2018,2018-06-26,0.0199352941176471
"1536","I1",2018,2018-07-04,0.02482
"1537","I1",2018,2018-07-12,0.0314347826086957
"1538","I1",2018,2018-07-20,0.0339842105263158
"1539","I1",2018,2018-07-28,0.0202055555555556
"1540","I1",2019,2019-05-01,0.0270681818181818
"1541","I1",2019,2019-05-09,0.0290533333333333
"1542","I1",2019,2019-05-25,0.0322
"1543","I1",2019,2019-06-02,0.02734
"1544","I1",2019,2019-06-10,0.0371148148148148
"1545","I1",2019,2019-06-18,0.0283538461538462
"1546","I1",2019,2019-06-26,0.0259807692307692
"1547","I1",2019,2019-07-04,0.0303388888888889
"1548","I1",2019,2019-07-12,0.0212346153846154
"1549","I1",2019,2019-07-20,0.0325961538461538
"1550","I1",2019,2019-07-28,0.0244818181818182
"1551","I1",2020,2020-05-08,0.0311222222222222
"1552","I1",2020,2020-05-24,0.03815
"1553","I1",2020,2020-06-01,0.0350478260869565
"1554","I1",2020,2020-06-09,0.0415518518518519
"1555","I1",2020,2020-06-25,0.0219
"1556","I1",2020,2020-07-03,0.0260565217391304
"1557","I1",2020,2020-07-11,0.0258111111111111
"1558","I1",2020,2020-07-19,0.0187592592592593
"1559","I1",2020,2020-07-27,0.0204
"1560","I1",2021,2021-05-01,0.0317769230769231
"1561","I1",2021,2021-05-09,0.0361076923076923
"1562","I1",2021,2021-05-17,0.0337884615384615
"1563","I1",2021,2021-05-25,0.0299962962962963
"1564","I1",2021,2021-06-10,0.0338148148148148
"1565","I1",2021,2021-06-18,0.0400296296296296
"1566","I1",2021,2021-06-26,0.0353444444444444
"1567","I1",2021,2021-07-04,0.0289611111111111
"1568","I1",2021,2021-07-20,0.0276888888888889
"1569","I1",2021,2021-07-28,0.0303478260869565
"1570","I1",2022,2022-05-01,0.03175
"1571","I1",2022,2022-05-09,0.0416217391304348
"1572","I1",2022,2022-05-17,0.0235428571428571
"1573","I1",2022,2022-05-25,0.0393555555555556
"1574","I1",2022,2022-06-02,0.0361307692307692
"1575","I1",2022,2022-06-10,0.0241444444444444
"1576","I1",2022,2022-06-18,0.03285
"1577","I1",2022,2022-06-26,0.0168125
"1578","I1",2022,2022-07-04,0.0199384615384615
"1579","I1",2022,2022-07-12,0.0181740740740741
"1580","I1",2022,2022-07-20,0.0156045454545455
"1581","I1",2022,2022-07-28,0.0209740740740741
"1582","I1",2023,2023-05-09,0.030204
"1583","I1",2023,2023-05-17,0.0390916666666667
"1584","I1",2023,2023-05-25,0.0411190476190476
"1585","I1",2023,2023-06-02,0.0398038461538462
"1586","I1",2023,2023-06-10,0.0306133333333333
"1587","I1",2023,2023-06-18,0.0310318181818182
"1588","I1",2023,2023-06-26,0.0290962962962963
"1589","I1",2023,2023-07-04,0.0240571428571429
"1590","I1",2023,2023-07-12,0.0233833333333333
"1591","I1",2023,2023-07-20,0.0278074074074074
"1592","I1",2023,2023-07-28,0.0238176470588235
"1593","I1",2024,2024-05-08,0.0292583333333333
"1594","I1",2024,2024-05-16,0.0230833333333333
"1595","I1",2024,2024-05-24,0.0348814814814815
"1596","I1",2024,2024-06-09,0.0377
"1597","I1",2024,2024-06-17,0.0268041666666667
"1598","I1",2024,2024-06-25,0.0306407407407407
"1599","I1",2024,2024-07-03,0.0256259259259259
"1600","I1",2024,2024-07-11,0.0195769230769231
"1601","I1",2024,2024-07-27,0.0249592592592593
"1602","I1",2025,2025-05-01,0.02201
"1603","I1",2025,2025-05-09,0.030437037037037
"1604","I1",2025,2025-05-17,0.0263074074074074
"1605","I1",2025,2025-06-02,0.03286
"1606","I1",2025,2025-06-10,0.019205
"1607","I1",2025,2025-06-18,0.0291769230769231
"1608","I1",2025,2025-07-04,0.0309615384615385
"1609","I1",2025,2025-07-12,0.02025
"1610","I1",2025,2025-07-20,0.0308
"1611","I1",2025,2025-07-28,0.0281333333333333
"1612","I2",2013,2013-05-01,0.0321722222222222
"1613","I2",2013,2013-05-09,0.0383913043478261
"1614","I2",2013,2013-05-25,0.0377333333333333
"1615","I2",2013,2013-06-02,0.0456
"1616","I2",2013,2013-06-10,0.0378478260869565
"1617","I2",2013,2013-06-18,0.0357590909090909
"1618","I2",2013,2013-06-26,0.0405142857142857
"1619","I2",2013,2013-07-12,0.0367333333333333
"1620","I2",2013,2013-07-20,0.0363842105263158
"1621","I2",2013,2013-07-28,0.04280625
"1622","I2",2014,2014-05-01,0.04175
"1623","I2",2014,2014-05-17,0.0434565217391304
"1624","I2",2014,2014-05-25,0.0299052631578947
"1625","I2",2014,2014-06-02,0.0401260869565217
"1626","I2",2014,2014-06-10,0.03671
"1627","I2",2014,2014-06-18,0.0316928571428571
"1628","I2",2014,2014-06-26,0.0238666666666667
"1629","I2",2014,2014-07-04,0.0407
"1630","I2",2014,2014-07-12,0.0365636363636364
"1631","I2",2014,2014-07-20,0.0282772727272727
"1632","I2",2014,2014-07-28,0.0323681818181818
"1633","I2",2015,2015-05-01,0.0406833333333333
"1634","I2",2015,2015-05-09,0.0352958333333333
"1635","I2",2015,2015-05-17,0.0408714285714286
"1636","I2",2015,2015-06-10,0.0271888888888889
"1637","I2",2015,2015-06-26,0.030425
"1638","I2",2015,2015-07-04,0.0319
"1639","I2",2015,2015-07-12,0.0272857142857143
"1640","I2",2015,2015-07-20,0.0352045454545455
"1641","I2",2015,2015-07-28,0.0269260869565217
"1642","I2",2016,2016-05-08,0.035545
"1643","I2",2016,2016-05-16,0.0363409090909091
"1644","I2",2016,2016-05-24,0.0375619047619048
"1645","I2",2016,2016-06-01,0.0394928571428571
"1646","I2",2016,2016-06-09,0.0348619047619048
"1647","I2",2016,2016-06-17,0.0373
"1648","I2",2016,2016-06-25,0.0329117647058824
"1649","I2",2016,2016-07-11,0.02892
"1650","I2",2016,2016-07-19,0.0194857142857143
"1651","I2",2016,2016-07-27,0.02872
"1652","I2",2017,2017-05-01,0.032335
"1653","I2",2017,2017-05-09,0.0416173913043478
"1654","I2",2017,2017-05-17,0.0304590909090909
"1655","I2",2017,2017-05-25,0.0382272727272727
"1656","I2",2017,2017-06-02,0.0418695652173913
"1657","I2",2017,2017-06-10,0.0343521739130435
"1658","I2",2017,2017-06-18,0.03525
"1659","I2",2017,2017-06-26,0.0415894736842105
"1660","I2",2017,2017-07-04,0.0274391304347826
"1661","I2",2017,2017-07-12,0.02581
"1662","I2",2017,2017-07-20,0.0109666666666667
"1663","I2",2018,2018-05-01,0.0337826086956522
"1664","I2",2018,2018-05-09,0.0320636363636364
"1665","I2",2018,2018-05-17,0.0361952380952381
"1666","I2",2018,2018-05-25,0.0327625
"1667","I2",2018,2018-06-02,0.04305
"1668","I2",2018,2018-06-10,0.0337058823529412
"1669","I2",2018,2018-06-18,0.0315
"1670","I2",2018,2018-06-26,0.021425
"1671","I2",2018,2018-07-04,0.0276521739130435
"1672","I2",2018,2018-07-12,0.0281869565217391
"1673","I2",2018,2018-07-20,0.0320454545454545
"1674","I2",2018,2018-07-28,0.0233368421052632
"1675","I2",2019,2019-05-01,0.0337259259259259
"1676","I2",2019,2019-05-25,0.0344363636363636
"1677","I2",2019,2019-06-02,0.0324642857142857
"1678","I2",2019,2019-06-10,0.0405652173913044
"1679","I2",2019,2019-06-18,0.0329904761904762
"1680","I2",2019,2019-06-26,0.0275363636363636
"1681","I2",2019,2019-07-04,0.0346727272727273
"1682","I2",2019,2019-07-12,0.0298285714285714
"1683","I2",2019,2019-07-20,0.0348105263157895
"1684","I2",2019,2019-07-28,0.0362684210526316
"1685","I2",2020,2020-05-08,0.030536
"1686","I2",2020,2020-05-16,0.0298428571428571
"1687","I2",2020,2020-05-24,0.0431944444444444
"1688","I2",2020,2020-06-01,0.0430166666666667
"1689","I2",2020,2020-06-09,0.0486136363636364
"1690","I2",2020,2020-06-25,0.0234666666666667
"1691","I2",2020,2020-07-03,0.0255
"1692","I2",2020,2020-07-11,0.034995652173913
"1693","I2",2020,2020-07-19,0.0245636363636364
"1694","I2",2020,2020-07-27,0.0279291666666667
"1695","I2",2021,2021-05-01,0.0359578947368421
"1696","I2",2021,2021-05-09,0.0365238095238095
"1697","I2",2021,2021-05-17,0.03190625
"1698","I2",2021,2021-05-25,0.0274875
"1699","I2",2021,2021-06-02,0.030325
"1700","I2",2021,2021-06-10,0.0398842105263158
"1701","I2",2021,2021-06-18,0.0355823529411765
"1702","I2",2021,2021-06-26,0.0315555555555556
"1703","I2",2021,2021-07-04,0.0316428571428571
"1704","I2",2021,2021-07-20,0.0271
"1705","I2",2021,2021-07-28,0.0266
"1706","I2",2022,2022-05-01,0.0308666666666667
"1707","I2",2022,2022-05-09,0.0452227272727273
"1708","I2",2022,2022-05-17,0.0341181818181818
"1709","I2",2022,2022-05-25,0.03838
"1710","I2",2022,2022-06-02,0.0375583333333333
"1711","I2",2022,2022-06-10,0.0207764705882353
"1712","I2",2022,2022-06-18,0.0384095238095238
"1713","I2",2022,2022-06-26,0.031425
"1714","I2",2022,2022-07-04,0.0190210526315789
"1715","I2",2022,2022-07-12,0.0268555555555556
"1716","I2",2022,2022-07-20,0.0185428571428571
"1717","I2",2022,2022-07-28,0.0264
"1718","I2",2023,2023-05-09,0.0323111111111111
"1719","I2",2023,2023-05-17,0.0463857142857143
"1720","I2",2023,2023-05-25,0.04245
"1721","I2",2023,2023-06-02,0.033575
"1722","I2",2023,2023-06-10,0.0367470588235294
"1723","I2",2023,2023-06-18,0.0315619047619048
"1724","I2",2023,2023-06-26,0.0351384615384615
"1725","I2",2023,2023-07-04,0.0279875
"1726","I2",2023,2023-07-12,0.0243636363636364
"1727","I2",2023,2023-07-20,0.0297789473684211
"1728","I2",2023,2023-07-28,0.0251
"1729","I2",2024,2024-05-08,0.0319807692307692
"1730","I2",2024,2024-05-16,0.030884
"1731","I2",2024,2024-05-24,0.0376125
"1732","I2",2024,2024-06-09,0.046495652173913
"1733","I2",2024,2024-06-17,0.0211933333333333
"1734","I2",2024,2024-06-25,0.036325
"1735","I2",2024,2024-07-03,0.0271555555555556
"1736","I2",2024,2024-07-11,0.0268384615384615
"1737","I2",2024,2024-07-19,0.0237615384615385
"1738","I2",2024,2024-07-27,0.0200421052631579
"1739","I2",2025,2025-05-01,0.02815
"1740","I2",2025,2025-05-09,0.0324608695652174
"1741","I2",2025,2025-05-25,0.036808
"1742","I2",2025,2025-06-02,0.0403304347826087
"1743","I2",2025,2025-06-10,0.022725
"1744","I2",2025,2025-06-18,0.0318190476190476
"1745","I2",2025,2025-07-04,0.0264869565217391
"1746","I2",2025,2025-07-12,0.0209222222222222
"1747","I2",2025,2025-07-20,0.02522
"1748","I2",2025,2025-07-28,0.023076
"1749","I3",2013,2013-05-01,0.02575
"1750","I3",2013,2013-05-09,0.0360086956521739
"1751","I3",2013,2013-05-25,0.036925
"1752","I3",2013,2013-06-02,0.04738
"1753","I3",2013,2013-06-10,0.0368578947368421
"1754","I3",2013,2013-06-18,0.0393823529411765
"1755","I3",2013,2013-06-26,0.0437307692307692
"1756","I3",2013,2013-07-04,0.031
"1757","I3",2013,2013-07-12,0.0397823529411765
"1758","I3",2013,2013-07-20,0.0360090909090909
"1759","I3",2013,2013-07-28,0.0437117647058824
"1760","I3",2014,2014-05-01,0.0377333333333333
"1761","I3",2014,2014-05-17,0.0448714285714286
"1762","I3",2014,2014-05-25,0.0326173913043478
"1763","I3",2014,2014-06-02,0.0425090909090909
"1764","I3",2014,2014-06-10,0.0360125
"1765","I3",2014,2014-06-18,0.034995
"1766","I3",2014,2014-06-26,0.0317363636363636
"1767","I3",2014,2014-07-04,0.0426272727272727
"1768","I3",2014,2014-07-12,0.039852380952381
"1769","I3",2014,2014-07-20,0.0288058823529412
"1770","I3",2014,2014-07-28,0.0359782608695652
"1771","I3",2015,2015-05-01,0.0409181818181818
"1772","I3",2015,2015-05-09,0.0365833333333333
"1773","I3",2015,2015-05-17,0.0437818181818182
"1774","I3",2015,2015-06-10,0.0303266666666667
"1775","I3",2015,2015-06-18,0.0208666666666667
"1776","I3",2015,2015-06-26,0.0331
"1777","I3",2015,2015-07-12,0.027705
"1778","I3",2015,2015-07-20,0.0389869565217391
"1779","I3",2015,2015-07-28,0.0306666666666667
"1780","I3",2016,2016-05-08,0.0350466666666667
"1781","I3",2016,2016-05-16,0.0389272727272727
"1782","I3",2016,2016-05-24,0.039835
"1783","I3",2016,2016-06-01,0.0460875
"1784","I3",2016,2016-06-09,0.0389954545454545
"1785","I3",2016,2016-06-17,0.0387666666666667
"1786","I3",2016,2016-06-25,0.0366
"1787","I3",2016,2016-07-11,0.03038125
"1788","I3",2016,2016-07-19,0.0218466666666667
"1789","I3",2016,2016-07-27,0.02793125
"1790","I3",2017,2017-05-01,0.0324260869565217
"1791","I3",2017,2017-05-09,0.0449434782608696
"1792","I3",2017,2017-05-17,0.0319333333333333
"1793","I3",2017,2017-05-25,0.0412125
"1794","I3",2017,2017-06-02,0.0456833333333333
"1795","I3",2017,2017-06-10,0.0388157894736842
"1796","I3",2017,2017-06-18,0.0407736842105263
"1797","I3",2017,2017-06-26,0.0452090909090909
"1798","I3",2017,2017-07-04,0.0303470588235294
"1799","I3",2017,2017-07-12,0.0304958333333333
"1800","I3",2017,2017-07-20,0.0154
"1801","I3",2018,2018-05-01,0.0347272727272727
"1802","I3",2018,2018-05-09,0.0337047619047619
"1803","I3",2018,2018-05-17,0.0407590909090909
