Pop,Date,Time,Plant_ID,Loc,Year,L_area,L_weight,Trichomes,Conc,herb_p,Leaves,Height,SLA
REF,6/23/2020,2023,REF-19,Field,2023,2.89,0.0115,124,0.082096262,0.05,9,45,251.3043478
REF,6/23/2020,2023,REF-20,Field,2023,2.081,0.0074,144,0.069689198,0.021,11,53,281.2162162
REF,6/23/2020,2023,REF-21,Field,2023,1.301,0.0041,172,0.092300203,0.042,10,54,317.3170732
REF,6/23/2020,2023,REF-22,Field,2023,1.132,0.0028,108,0.097230628,0.09,6,30,404.2857143
REF,6/23/2020,2023,REF-23,Field,2023,2.163,0.0089,144,0.074037468,0.18,8,44,243.0337079
REF,6/23/2020,2023,REF-24,Field,2023,1.182,0.004,192,0.065601824,0,10,39,295.5
REF,6/23/2020,2023,REF-25,Field,2023,1.749,0.0062,116,0.045918654,0.05,8,40,282.0967742
REF,6/23/2020,2023,REF-26,Field,2023,1.359,0.0049,112,0.084009501,0.04,7,45,277.3469388
REF,6/23/2020,2023,REF-27,Field,2023,2.237,0.0073,120,0.07476218,0.03,8,63,306.4383562
REF,6/23/2020,2023,REF-28,Field,2023,2.102,0.0077,144,0.077197211,0.1,12,23,272.987013
REF,6/23/2020,2023,REF-29,Field,2023,1.763,0.0066,132,0.078472703,0.05,16,60,267.1212121
REF,6/23/2020,2023,REF-30,Field,2023,2.785,0.0107,148,0.085516901,0.08,17,43,260.2803738
GRE,6/22/2020,2023,GRE-1,Field,2023,1.424,0.0064,96,0.074240387,0.48,8,47,222.5
GRE,6/22/2020,2023,GRE-2,Field,2023,1.076,0.0041,156,0.118988919,0.13,5,40,262.4390244
GRE,6/22/2020,2023,GRE-3,Field,2023,1.271,0.0064,152,0.127782088,0.34,10,60,198.59375
GRE,6/22/2020,2023,GRE-4,Field,2023,0.516,0.0023,128,0.176424737,0.3,7,44,224.3478261
GRE,6/22/2020,2023,GRE-5,Field,2023,1.206,0.0053,76,0.139048939,0.23,7,57,227.5471698
GRE,6/22/2020,2023,GRE-6,Field,2023,0.737,0.0037,132,0.162133422,0.4,9,56,199.1891892
GRE,6/22/2020,2023,GRE-7,Field,2023,0.798,0.0039,76,0.12508616,0.19,8,51,204.6153846
GRE,6/22/2020,2023,GRE-8,Field,2023,0.742,0.0038,100,0.142537218,0.41,9,57,195.2631579
GRE,6/22/2020,2023,GRE-9,Field,2023,1.448,0.0064,136,0.152016447,0.16,6,54,226.25
GRE,6/22/2020,2023,GRE-10,Field,2023,0.593,0.0022,144,0.095112084,0.13,5,61,269.5454545
GRE,6/22/2020,2023,GRE-11,Field,2023,1.132,0.0089,108,0.134420447,0.24,10,57,127.1910112
GRE,6/22/2020,2023,GRE-12,Field,2023,0.72,0.004,128,0.095228038,0.29,8,66,180
GRE,6/22/2020,2023,GRE-13,Field,2023,0.636,0.0031,124,0.163872731,0.24,12,33,205.1612903
GRE,6/22/2020,2023,GRE-14,Field,2023,0.651,0.0024,104,0.248606023,0.16,6,20,271.25
GRE,6/22/2020,2023,GRE-15,Field,2023,1.264,0.0059,148,0.153349917,0.13,5,31,214.2372881
GRE,6/22/2020,2023,GRE-16,Field,2023,1.024,0.0054,132,0.175207222,0.22,4,35,189.6296296
GRE,6/22/2020,2023,GRE-17,Field,2023,1.012,0.0053,112,0.179845376,0.35,9,47,190.9433962
GRE,6/22/2020,2023,GRE-18,Field,2023,0.802,0.0041,168,0.139812302,0.16,7,31,195.6097561
GRE,6/22/2020,2023,GRE-19,Field,2023,1.277,0.0078,120,0.144421468,0.31,9,45,163.7179487
GRE,6/22/2020,2023,GRE-20,Field,2023,1.113,0.0049,88,0.115510303,0.31,7,56,227.1428571
GRE,6/22/2020,2023,GRE-21,Field,2023,1.952,0.0069,84,0.225038398,0.1,7,34,282.8985507
GRE,6/22/2020,2023,GRE-22,Field,2023,1.061,0.0058,104,0.167757185,0.14,7,34,182.9310345
GRE,6/22/2020,2023,GRE-23,Field,2023,0.904,0.0043,96,0.169322563,0.12,16,50,210.2325581
GRE,6/22/2020,2023,GRE-24,Field,2023,1.192,0.007,192,0.186367782,0.21,10,41,170.2857143
GRE,6/22/2020,2023,GRE-25,Field,2023,1.05,0.0054,124,0.154161594,0.18,7,26,194.4444444
GRE,6/22/2020,2023,GRE-26,Field,2023,1.201,0.0063,112,0.261071064,0.22,7,41,190.6349206
GRE,6/22/2020,2023,GRE-27,Field,2023,0.774,0.0033,132,0.20854396,0.3,4,42,234.5454545
GRE,6/22/2020,2023,GRE-28,Field,2023,0.798,0.0033,88,0.265970115,0.19,6,22,241.8181818
GRE,6/22/2020,2023,GRE-29,Field,2023,1.465,0.0065,76,0.226603775,0.21,8,50,225.3846154
GRE,6/22/2020,2023,GRE-30,Field,2023,0.686,0.0036,204,0.108504756,0.24,6,42,190.5555556
ARB,5/31/2023,Early,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.01,19,12,203.6018957
ARB,6/12/2023,Early,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.005,19,12,203.6018957
ARB,6/20/2023,Mid,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.05,NA,NA,203.6018957
ARB,6/29/2023,Mid,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.07,27,16,203.6018957
ARB,7/3/2023,Mid,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.05,NA,NA,203.6018957
ARB,7/10/2023,Mid,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.05,NA,NA,203.6018957
ARB,7/17/2023,Late,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.18,37,23,203.6018957
ARB,7/28/2023,Late,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.35,NA,NA,203.6018957
ARB,8/3/2023,Late,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.18,33,25,203.6018957
ARB,8/7/2023,Late,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.2,NA,NA,203.6018957
ARB,8/15/2023,Late,ARB-12A,Garden,2023,1.074,0.005275,141.25,0.246253531,0.15,NA,NA,203.6018957
ARB,5/31/2023,Early,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.01,22,24,192.287234
ARB,6/5/2023,Early,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.07,NA,NA,192.287234
ARB,6/12/2023,Early,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.12,22,19,192.287234
ARB,6/20/2023,Mid,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.1,NA,NA,192.287234
ARB,6/29/2023,Mid,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.12,29,32,192.287234
ARB,7/3/2023,Mid,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.02,NA,NA,192.287234
ARB,7/10/2023,Mid,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.01,NA,NA,192.287234
ARB,7/17/2023,Late,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.15,49,30,192.287234
ARB,7/28/2023,Late,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.03,NA,NA,192.287234
ARB,8/3/2023,Late,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.18,47,34,192.287234
ARB,8/7/2023,Late,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.05,NA,NA,192.287234
ARB,8/15/2023,Late,ARB-7C,Garden,2023,0.90375,0.0047,104.75,0.582231314,0.07,NA,NA,192.287234
ARB,5/31/2023,Early,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.01,12,19,181.4056225
ARB,6/5/2023,Early,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.01,NA,NA,181.4056225
ARB,6/12/2023,Early,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.04,17,22,181.4056225
ARB,6/20/2023,Mid,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.1,NA,NA,181.4056225
ARB,6/29/2023,Mid,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.05,32,32,181.4056225
ARB,7/3/2023,Mid,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.01,NA,NA,181.4056225
ARB,7/17/2023,Late,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.07,53,44,181.4056225
ARB,7/28/2023,Late,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.1,NA,NA,181.4056225
ARB,8/3/2023,Late,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.25,66,41,181.4056225
ARB,8/7/2023,Late,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.05,NA,NA,181.4056225
ARB,8/15/2023,Late,ARB-7D,Garden,2023,1.12925,0.006225,58,0.19271292,0.13,NA,NA,181.4056225
ARB,5/31/2023,Early,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.02,12,22,181.7964072
ARB,6/5/2023,Early,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.2,NA,NA,181.7964072
ARB,6/12/2023,Early,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.25,11,22,181.7964072
ARB,6/20/2023,Mid,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.28,NA,NA,181.7964072
ARB,6/29/2023,Mid,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.2,27,34,181.7964072
ARB,7/3/2023,Mid,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.02,NA,NA,181.7964072
ARB,7/10/2023,Mid,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.02,NA,NA,181.7964072
ARB,7/17/2023,Late,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.12,49,38,181.7964072
ARB,7/28/2023,Late,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.05,NA,NA,181.7964072
ARB,8/3/2023,Late,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.35,57,33,181.7964072
ARB,8/7/2023,Late,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.18,NA,NA,181.7964072
ARB,8/15/2023,Late,ARB-7E,Garden,2023,0.759,0.004175,70.25,0.111393679,0.13,NA,NA,181.7964072
ARB,5/31/2023,Early,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.03,18,18,185.0299401
ARB,6/5/2023,Early,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.03,NA,NA,185.0299401
ARB,6/12/2023,Early,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.02,17,18,185.0299401
ARB,6/20/2023,Mid,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.6,NA,NA,185.0299401
ARB,6/29/2023,Mid,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.05,32,22,185.0299401
ARB,7/3/2023,Mid,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.05,NA,NA,185.0299401
ARB,7/10/2023,Mid,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.03,NA,NA,185.0299401
ARB,7/17/2023,Late,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.28,54,36,185.0299401
ARB,7/28/2023,Late,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.04,NA,NA,185.0299401
ARB,8/3/2023,Late,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.15,53,38,185.0299401
ARB,8/7/2023,Late,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.15,NA,NA,185.0299401
ARB,8/15/2023,Late,ARB-7F,Garden,2023,0.7725,0.004175,101.75,0.242971677,0.13,NA,NA,185.0299401
ARB,5/31/2023,Early,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.01,6,6,295.8741259
ARB,6/20/2023,Mid,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.15,NA,NA,295.8741259
ARB,6/29/2023,Mid,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.35,19,17,295.8741259
ARB,7/3/2023,Mid,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.3,NA,NA,295.8741259
ARB,7/10/2023,Mid,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.3,NA,NA,295.8741259
ARB,7/17/2023,Late,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.38,32,23,295.8741259
ARB,7/28/2023,Late,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.7,NA,NA,295.8741259
ARB,8/3/2023,Late,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.4,47,22,295.8741259
ARB,8/7/2023,Late,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.15,NA,NA,295.8741259
ARB,8/15/2023,Late,ARB-8A,Garden,2023,1.05775,0.003575,73.5,0.675385018,0.25,NA,NA,295.8741259
BR,5/31/2023,Early,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.01,9,16,160.9570957
BR,6/5/2023,Early,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.01,NA,NA,160.9570957
BR,6/20/2023,Mid,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.05,NA,NA,160.9570957
BR,6/29/2023,Mid,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.01,22,33,160.9570957
BR,7/3/2023,Mid,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.01,NA,NA,160.9570957
BR,7/10/2023,Mid,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.01,NA,NA,160.9570957
BR,7/17/2023,Late,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.05,34,27,160.9570957
BR,7/28/2023,Late,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.05,NA,NA,160.9570957
BR,8/3/2023,Late,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.03,32,25,160.9570957
BR,8/7/2023,Late,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.01,NA,NA,160.9570957
BR,8/15/2023,Late,BR-1E,Garden,2023,1.21925,0.007575,152.25,0.245729553,0.05,NA,NA,160.9570957
BR,6/20/2023,Mid,BR-1H,Garden,2023,0.88475,0.00535,163.75,0.225264216,0,NA,NA,165.3738318
BR,6/29/2023,Mid,BR-1H,Garden,2023,0.88475,0.00535,163.75,0.225264216,0.07,28,19,165.3738318
BR,7/3/2023,Mid,BR-1H,Garden,2023,0.88475,0.00535,163.75,0.225264216,0.03,NA,NA,165.3738318
BR,7/10/2023,Mid,BR-1H,Garden,2023,0.88475,0.00535,163.75,0.225264216,0.02,NA,NA,165.3738318
BR,7/17/2023,Late,BR-1H,Garden,2023,0.88475,0.00535,163.75,0.225264216,0.06,43,23,165.3738318
BR,7/28/2023,Late,BR-1H,Garden,2023,0.88475,0.00535,163.75,0.225264216,0.07,NA,NA,165.3738318
BR,8/3/2023,Late,BR-1H,Garden,2023,0.88475,0.00535,163.75,0.225264216,0.05,42,23,165.3738318
BR,8/7/2023,Late,BR-1H,Garden,2023,0.88475,0.00535,163.75,0.225264216,0.01,NA,NA,165.3738318
BR,8/15/2023,Late,BR-1H,Garden,2023,0.88475,0.00535,163.75,0.225264216,0.05,NA,NA,165.3738318
CAH,5/31/2023,Early,CAH-12C,Garden,2023,1.0005,0.0065,110.5,0.424912221,0.02,31,23,153.9230769
CAH,6/5/2023,Early,CAH-12C,Garden,2023,1.0005,0.0065,110.5,0.424912221,0.01,NA,NA,153.9230769
CAH,6/20/2023,Mid,CAH-14A,Garden,2023,0.807,0.005875,77,0.50405649,0.01,NA,NA,137.3617021
CAH,6/29/2023,Mid,CAH-14A,Garden,2023,0.807,0.005875,77,0.50405649,0.4,39,13,137.3617021
CAH,7/3/2023,Mid,CAH-14A,Garden,2023,0.807,0.005875,77,0.50405649,0.05,NA,NA,137.3617021
CAH,7/10/2023,Mid,CAH-14A,Garden,2023,0.807,0.005875,77,0.50405649,0.02,NA,NA,137.3617021
CAH,7/17/2023,Late,CAH-14A,Garden,2023,0.807,0.005875,77,0.50405649,0.02,53,22,137.3617021
CAH,7/28/2023,Late,CAH-14A,Garden,2023,0.807,0.005875,77,0.50405649,0.1,NA,NA,137.3617021
CAH,8/3/2023,Late,CAH-14A,Garden,2023,0.807,0.005875,77,0.50405649,0.03,43,21,137.3617021
CAH,8/7/2023,Late,CAH-14A,Garden,2023,0.807,0.005875,77,0.50405649,0.04,NA,NA,137.3617021
CAH,8/15/2023,Late,CAH-14A,Garden,2023,0.807,0.005875,77,0.50405649,0.15,NA,NA,137.3617021
CAH,6/12/2023,Early,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.07,25,18,144.4052863
CAH,6/20/2023,Mid,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.01,NA,NA,144.4052863
CAH,6/29/2023,Mid,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.01,42,22,144.4052863
CAH,7/3/2023,Mid,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.01,NA,NA,144.4052863
CAH,7/10/2023,Mid,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.01,NA,NA,144.4052863
CAH,7/17/2023,Late,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.07,33,27,144.4052863
CAH,7/28/2023,Late,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.02,NA,NA,144.4052863
CAH,8/3/2023,Late,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.02,34,33,144.4052863
CAH,8/7/2023,Late,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.04,NA,NA,144.4052863
CAH,8/15/2023,Late,CAH-14B,Garden,2023,0.8195,0.005675,61,0.301896435,0.07,NA,NA,144.4052863
CAH,5/31/2023,Early,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.12,27,16,191.2083333
CAH,6/5/2023,Early,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.07,NA,NA,191.2083333
CAH,6/12/2023,Early,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.05,18,16,191.2083333
CAH,6/20/2023,Mid,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.05,NA,NA,191.2083333
CAH,6/29/2023,Mid,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.01,23,20,191.2083333
CAH,7/3/2023,Mid,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.06,NA,NA,191.2083333
CAH,7/10/2023,Mid,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.01,NA,NA,191.2083333
CAH,7/17/2023,Late,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.02,34,23,191.2083333
CAH,7/28/2023,Late,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.03,NA,NA,191.2083333
CAH,8/3/2023,Late,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.03,22,26,191.2083333
CAH,8/7/2023,Late,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.1,NA,NA,191.2083333
CAH,8/15/2023,Late,CAH-5C,Garden,2023,1.14725,0.006,56,0.266701329,0.25,NA,NA,191.2083333
CAH,5/31/2023,Early,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.04,26,22,167.5630252
CAH,6/5/2023,Early,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.04,NA,NA,167.5630252
CAH,6/12/2023,Early,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.06,28,20,167.5630252
CAH,6/20/2023,Mid,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.15,NA,NA,167.5630252
CAH,6/29/2023,Mid,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.05,32,23,167.5630252
CAH,7/3/2023,Mid,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.05,NA,NA,167.5630252
CAH,7/10/2023,Mid,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.05,NA,NA,167.5630252
CAH,7/17/2023,Late,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.07,27,23,167.5630252
CAH,7/28/2023,Late,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.02,NA,NA,167.5630252
CAH,8/3/2023,Late,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.05,32,21,167.5630252
CAH,8/7/2023,Late,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.07,NA,NA,167.5630252
CAH,8/15/2023,Late,CAH-8A,Garden,2023,0.997,0.00595,100.25,0.080319649,0.15,NA,NA,167.5630252
CAH,6/5/2023,Early,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.05,NA,NA,124.2564103
CAH,6/12/2023,Early,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.6,20,18,124.2564103
CAH,6/20/2023,Mid,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.35,NA,NA,124.2564103
CAH,6/29/2023,Mid,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.35,49,16,124.2564103
CAH,7/3/2023,Mid,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.15,NA,NA,124.2564103
CAH,7/10/2023,Mid,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.02,NA,NA,124.2564103
CAH,7/17/2023,Late,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.3,48,17,124.2564103
CAH,7/28/2023,Late,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.25,NA,NA,124.2564103
CAH,8/3/2023,Late,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.01,37,18,124.2564103
CAH,8/7/2023,Late,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.03,NA,NA,124.2564103
CAH,8/15/2023,Late,CAH-8C,Garden,2023,0.60575,0.004875,65.75,0.049683256,0.06,NA,NA,124.2564103
CAH,6/5/2023,Early,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.02,NA,NA,148.3516484
CAH,6/12/2023,Early,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.1,29,18,148.3516484
CAH,6/20/2023,Mid,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.3,NA,NA,148.3516484
CAH,6/29/2023,Mid,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.05,33,23,148.3516484
CAH,7/3/2023,Mid,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.08,NA,NA,148.3516484
CAH,7/10/2023,Mid,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.25,NA,NA,148.3516484
CAH,7/17/2023,Late,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.05,33,28,148.3516484
CAH,7/28/2023,Late,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.07,NA,NA,148.3516484
CAH,8/3/2023,Late,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.55,24,26,148.3516484
CAH,8/7/2023,Late,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.12,NA,NA,148.3516484
CAH,8/15/2023,Late,CAH-8E,Garden,2023,0.675,0.00455,71.25,0.074542089,0.2,NA,NA,148.3516484
DUDU,5/31/2023,Early,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.1,29,26,151.5089514
DUDU,6/5/2023,Early,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.15,NA,NA,151.5089514
DUDU,6/12/2023,Early,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.2,27,24,151.5089514
DUDU,6/20/2023,Mid,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.05,NA,NA,151.5089514
DUDU,6/29/2023,Mid,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.13,35,28,151.5089514
DUDU,7/3/2023,Mid,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.07,NA,NA,151.5089514
DUDU,7/10/2023,Mid,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.02,NA,NA,151.5089514
DUDU,7/17/2023,Late,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.07,36,28,151.5089514
DUDU,7/28/2023,Late,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.03,NA,NA,151.5089514
DUDU,8/3/2023,Late,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.02,34,24,151.5089514
DUDU,8/7/2023,Late,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.04,NA,NA,151.5089514
DUDU,8/15/2023,Late,DUDU-1A,Garden,2023,1.481,0.009775,63.5,0.381290478,0.18,NA,NA,151.5089514
DUDU,6/20/2023,Mid,DUDU-1C,Garden,2023,1.5255,0.01,48.5,0.453988096,0,NA,NA,152.55
DUDU,7/10/2023,Mid,DUDU-1C,Garden,2023,1.5255,0.01,48.5,0.453988096,0.01,NA,NA,152.55
DUDU,7/17/2023,Late,DUDU-1C,Garden,2023,1.5255,0.01,48.5,0.453988096,0.02,10,18,152.55
DUDU,7/28/2023,Late,DUDU-1C,Garden,2023,1.5255,0.01,48.5,0.453988096,0.02,NA,NA,152.55
DUDU,8/3/2023,Late,DUDU-1C,Garden,2023,1.5255,0.01,48.5,0.453988096,0.01,11,20,152.55
DUDU,8/7/2023,Late,DUDU-1C,Garden,2023,1.5255,0.01,48.5,0.453988096,0.02,NA,NA,152.55
DUDU,8/15/2023,Late,DUDU-1C,Garden,2023,1.5255,0.01,48.5,0.453988096,0.04,NA,NA,152.55
DUDU,6/5/2023,Early,DUDU-3D,Garden,2023,1.3985,0.0084,62,0.556557767,0.3,NA,NA,166.4880952
DUDU,6/12/2023,Early,DUDU-3D,Garden,2023,1.3985,0.0084,62,0.556557767,0.07,5,6,166.4880952
DUDU,6/20/2023,Mid,DUDU-3D,Garden,2023,1.3985,0.0084,62,0.556557767,0.25,NA,NA,166.4880952
DUDU,8/7/2023,Late,DUDU-3D,Garden,2023,1.3985,0.0084,62,0.556557767,0.01,NA,NA,166.4880952
DUDU,8/15/2023,Late,DUDU-3D,Garden,2023,1.3985,0.0084,62,0.556557767,0.78,NA,NA,166.4880952
DUDU,6/20/2023,Mid,DUDU-7A,Garden,2023,1.018,0.0061,52.75,0.352706101,0,NA,NA,166.8852459
DUDU,7/28/2023,Late,DUDU-7A,Garden,2023,1.018,0.0061,52.75,0.352706101,0.15,NA,NA,166.8852459
DUDU,8/3/2023,Late,DUDU-7A,Garden,2023,1.018,0.0061,52.75,0.352706101,0.01,23,20,166.8852459
DUDU,8/7/2023,Late,DUDU-7A,Garden,2023,1.018,0.0061,52.75,0.352706101,0.07,NA,NA,166.8852459
DUDU,8/15/2023,Late,DUDU-7A,Garden,2023,1.018,0.0061,52.75,0.352706101,0.07,NA,NA,166.8852459
DUDU,6/5/2023,Early,DUDU-7C,Garden,2023,0.59225,0.003175,65.25,0.123810613,0.23,NA,NA,186.5354331
