"Pop","Date","Plant_ID","Loc","Time","Year","L_area","L_weight","Trichomes","Conc","herb_p","fl_m","fl_h","Leaves","Height","SLA"
"CAH",2023-07-17,"CAH-8E","Garden","Late","2023",0.675,0.00455,71.25,0.0745420888713643,0.05,NA,NA,33,28,148.351648351648
"CAH",2023-07-28,"CAH-8E","Garden","Late","2023",0.675,0.00455,71.25,0.0745420888713643,0.07,NA,NA,NA,NA,148.351648351648
"CAH",2023-08-03,"CAH-8E","Garden","Late","2023",0.675,0.00455,71.25,0.0745420888713643,0.55,NA,NA,24,26,148.351648351648
"CAH",2023-08-07,"CAH-8E","Garden","Late","2023",0.675,0.00455,71.25,0.0745420888713643,0.12,NA,NA,NA,NA,148.351648351648
"CAH",2023-08-15,"CAH-8E","Garden","Late","2023",0.675,0.00455,71.25,0.0745420888713643,0.2,NA,NA,NA,NA,148.351648351648
"DUDU",2023-05-31,"DUDU-1A","Garden","Early","2023",1.481,0.009775,63.5,0.381290477812473,0.1,NA,NA,29,26,151.50895140665
"DUDU",2023-06-05,"DUDU-1A","Garden","Early","2023",1.481,0.009775,63.5,0.381290477812473,0.15,NA,NA,NA,NA,151.50895140665
"DUDU",2023-06-12,"DUDU-1A","Garden","Early","2023",1.481,0.009775,63.5,0.381290477812473,0.2,NA,NA,27,24,151.50895140665
"DUDU",2023-06-20,"DUDU-1A","Garden","Mid","2023",1.481,0.009775,63.5,0.381290477812473,0.05,0,0,NA,NA,151.50895140665
"DUDU",2023-06-29,"DUDU-1A","Garden","Mid","2023",1.481,0.009775,63.5,0.381290477812473,0.13,NA,2,35,28,151.50895140665
"DUDU",2023-07-03,"DUDU-1A","Garden","Mid","2023",1.481,0.009775,63.5,0.381290477812473,0.07,NA,2,NA,NA,151.50895140665
"DUDU",2023-07-10,"DUDU-1A","Garden","Mid","2023",1.481,0.009775,63.5,0.381290477812473,0.02,NA,NA,NA,NA,151.50895140665
"DUDU",2023-07-17,"DUDU-1A","Garden","Late","2023",1.481,0.009775,63.5,0.381290477812473,0.07,NA,NA,36,28,151.50895140665
"DUDU",2023-07-28,"DUDU-1A","Garden","Late","2023",1.481,0.009775,63.5,0.381290477812473,0.03,NA,NA,NA,NA,151.50895140665
"DUDU",2023-08-03,"DUDU-1A","Garden","Late","2023",1.481,0.009775,63.5,0.381290477812473,0.02,NA,NA,34,24,151.50895140665
"DUDU",2023-08-07,"DUDU-1A","Garden","Late","2023",1.481,0.009775,63.5,0.381290477812473,0.04,NA,NA,NA,NA,151.50895140665
"DUDU",2023-08-15,"DUDU-1A","Garden","Late","2023",1.481,0.009775,63.5,0.381290477812473,0.18,NA,NA,NA,NA,151.50895140665
"DUDU",2023-06-20,"DUDU-1C","Garden","Mid","2023",1.5255,0.01,48.5,0.453988096275411,0,0,0,NA,NA,152.55
"DUDU",2023-07-10,"DUDU-1C","Garden","Mid","2023",1.5255,0.01,48.5,0.453988096275411,0.01,NA,NA,NA,NA,152.55
"DUDU",2023-07-17,"DUDU-1C","Garden","Late","2023",1.5255,0.01,48.5,0.453988096275411,0.02,NA,NA,10,18,152.55
"DUDU",2023-07-28,"DUDU-1C","Garden","Late","2023",1.5255,0.01,48.5,0.453988096275411,0.02,NA,NA,NA,NA,152.55
"DUDU",2023-08-03,"DUDU-1C","Garden","Late","2023",1.5255,0.01,48.5,0.453988096275411,0.01,NA,NA,11,20,152.55
"DUDU",2023-08-07,"DUDU-1C","Garden","Late","2023",1.5255,0.01,48.5,0.453988096275411,0.02,NA,NA,NA,NA,152.55
"DUDU",2023-08-15,"DUDU-1C","Garden","Late","2023",1.5255,0.01,48.5,0.453988096275411,0.04,NA,NA,NA,NA,152.55
"DUDU",2023-06-05,"DUDU-3D","Garden","Early","2023",1.3985,0.0084,62,0.556557767327506,0.3,NA,NA,NA,NA,166.488095238095
"DUDU",2023-06-12,"DUDU-3D","Garden","Early","2023",1.3985,0.0084,62,0.556557767327506,0.07,NA,NA,5,6,166.488095238095
"DUDU",2023-06-20,"DUDU-3D","Garden","Mid","2023",1.3985,0.0084,62,0.556557767327506,0.25,0,0,NA,NA,166.488095238095
"DUDU",2023-08-07,"DUDU-3D","Garden","Late","2023",1.3985,0.0084,62,0.556557767327506,0.01,NA,NA,NA,NA,166.488095238095
"DUDU",2023-08-15,"DUDU-3D","Garden","Late","2023",1.3985,0.0084,62,0.556557767327506,0.78,NA,NA,NA,NA,166.488095238095
"DUDU",2023-06-20,"DUDU-7A","Garden","Mid","2023",1.018,0.0061,52.75,0.352706100687951,0,0,0,NA,NA,166.885245901639
"DUDU",2023-07-28,"DUDU-7A","Garden","Late","2023",1.018,0.0061,52.75,0.352706100687951,0.15,NA,NA,NA,NA,166.885245901639
"DUDU",2023-08-03,"DUDU-7A","Garden","Late","2023",1.018,0.0061,52.75,0.352706100687951,0.01,NA,NA,23,20,166.885245901639
"DUDU",2023-08-07,"DUDU-7A","Garden","Late","2023",1.018,0.0061,52.75,0.352706100687951,0.07,NA,NA,NA,NA,166.885245901639
"DUDU",2023-08-15,"DUDU-7A","Garden","Late","2023",1.018,0.0061,52.75,0.352706100687951,0.07,NA,NA,NA,NA,166.885245901639
"DUDU",2023-06-05,"DUDU-7C","Garden","Early","2023",0.59225,0.003175,65.25,0.123810612794304,0.23,NA,NA,NA,NA,186.535433070866
"DUDU",2023-06-12,"DUDU-7C","Garden","Early","2023",0.59225,0.003175,65.25,0.123810612794304,0.01,NA,NA,5,6,186.535433070866
"DUDU",2023-06-20,"DUDU-7C","Garden","Mid","2023",0.59225,0.003175,65.25,0.123810612794304,0.1,0,0,NA,NA,186.535433070866
"DUDU",2023-06-29,"DUDU-7C","Garden","Mid","2023",0.59225,0.003175,65.25,0.123810612794304,0.01,NA,NA,11,7,186.535433070866
"DUDU",2023-07-03,"DUDU-7C","Garden","Mid","2023",0.59225,0.003175,65.25,0.123810612794304,0.03,NA,NA,NA,NA,186.535433070866
"DUDU",2023-07-10,"DUDU-7C","Garden","Mid","2023",0.59225,0.003175,65.25,0.123810612794304,0.01,NA,NA,NA,NA,186.535433070866
"DUDU",2023-07-17,"DUDU-7C","Garden","Late","2023",0.59225,0.003175,65.25,0.123810612794304,0.01,NA,NA,13,11,186.535433070866
"DUDU",2023-07-28,"DUDU-7C","Garden","Late","2023",0.59225,0.003175,65.25,0.123810612794304,0.03,NA,NA,NA,NA,186.535433070866
"DUDU",2023-08-03,"DUDU-7C","Garden","Late","2023",0.59225,0.003175,65.25,0.123810612794304,0.01,NA,NA,12,9,186.535433070866
"DUDU",2023-08-07,"DUDU-7C","Garden","Late","2023",0.59225,0.003175,65.25,0.123810612794304,0.01,NA,NA,NA,NA,186.535433070866
"DUDU",2023-08-15,"DUDU-7C","Garden","Late","2023",0.59225,0.003175,65.25,0.123810612794304,0.01,NA,NA,NA,NA,186.535433070866
"DUDU",2023-06-05,"DUDU-7E","Garden","Early","2023",0.846,0.00555,70.25,0.112232480590325,0.1,NA,NA,NA,NA,152.432432432432
"DUDU",2023-06-20,"DUDU-7E","Garden","Mid","2023",0.846,0.00555,70.25,0.112232480590325,0.01,0,0,NA,NA,152.432432432432
"DUDU",2023-06-29,"DUDU-7E","Garden","Mid","2023",0.846,0.00555,70.25,0.112232480590325,0.01,NA,NA,16,12,152.432432432432
"DUDU",2023-07-03,"DUDU-7E","Garden","Mid","2023",0.846,0.00555,70.25,0.112232480590325,0.01,NA,NA,NA,NA,152.432432432432
"DUDU",2023-07-17,"DUDU-7E","Garden","Late","2023",0.846,0.00555,70.25,0.112232480590325,0.02,1,NA,20,8,152.432432432432
"DUDU",2023-07-28,"DUDU-7E","Garden","Late","2023",0.846,0.00555,70.25,0.112232480590325,0.01,NA,NA,NA,NA,152.432432432432
"DUDU",2023-08-07,"DUDU-7E","Garden","Late","2023",0.846,0.00555,70.25,0.112232480590325,0.02,NA,NA,NA,NA,152.432432432432
"DUDU",2023-08-15,"DUDU-7E","Garden","Late","2023",0.846,0.00555,70.25,0.112232480590325,0.15,NA,NA,NA,NA,152.432432432432
"FLAT",2023-05-31,"FLAT-1A","Garden","Early","2023",0.842,0.005175,125.75,0.884213919586062,0.06,NA,NA,21,17,162.705314009662
"FLAT",2023-06-05,"FLAT-1A","Garden","Early","2023",0.842,0.005175,125.75,0.884213919586062,0.25,NA,NA,NA,NA,162.705314009662
"FLAT",2023-06-12,"FLAT-1A","Garden","Early","2023",0.842,0.005175,125.75,0.884213919586062,0.7,NA,NA,11,17,162.705314009662
"FLAT",2023-06-20,"FLAT-1A","Garden","Mid","2023",0.842,0.005175,125.75,0.884213919586062,0.45,0,0,NA,NA,162.705314009662
"FLAT",2023-06-29,"FLAT-1A","Garden","Mid","2023",0.842,0.005175,125.75,0.884213919586062,0.18,NA,NA,34,20,162.705314009662
"FLAT",2023-07-03,"FLAT-1A","Garden","Mid","2023",0.842,0.005175,125.75,0.884213919586062,0.04,NA,NA,NA,NA,162.705314009662
"FLAT",2023-07-10,"FLAT-1A","Garden","Mid","2023",0.842,0.005175,125.75,0.884213919586062,0.01,NA,NA,NA,NA,162.705314009662
"FLAT",2023-07-17,"FLAT-1A","Garden","Late","2023",0.842,0.005175,125.75,0.884213919586062,0.18,NA,NA,47,26,162.705314009662
"FLAT",2023-07-28,"FLAT-1A","Garden","Late","2023",0.842,0.005175,125.75,0.884213919586062,0.03,NA,NA,NA,NA,162.705314009662
"FLAT",2023-08-03,"FLAT-1A","Garden","Late","2023",0.842,0.005175,125.75,0.884213919586062,0.1,NA,NA,35,24,162.705314009662
"FLAT",2023-08-07,"FLAT-1A","Garden","Late","2023",0.842,0.005175,125.75,0.884213919586062,0.03,NA,NA,NA,NA,162.705314009662
"FLAT",2023-08-15,"FLAT-1A","Garden","Late","2023",0.842,0.005175,125.75,0.884213919586062,0.08,NA,NA,NA,NA,162.705314009662
"FLAT",2023-05-31,"FLAT-1B","Garden","Early","2023",0.70475,0.00225,53.75,0.77917444699828,0.8,NA,NA,8,6,313.222222222222
"FLAT",2023-06-05,"FLAT-1B","Garden","Early","2023",0.70475,0.00225,53.75,0.77917444699828,0.65,NA,NA,NA,NA,313.222222222222
"FLAT",2023-06-12,"FLAT-1B","Garden","Early","2023",0.70475,0.00225,53.75,0.77917444699828,0.6,NA,NA,11,9,313.222222222222
"FLAT",2023-06-20,"FLAT-1B","Garden","Mid","2023",0.70475,0.00225,53.75,0.77917444699828,0.38,0,0,NA,NA,313.222222222222
"FLAT",2023-06-29,"FLAT-1B","Garden","Mid","2023",0.70475,0.00225,53.75,0.77917444699828,0.18,NA,NA,16,18,313.222222222222
"FLAT",2023-07-03,"FLAT-1B","Garden","Mid","2023",0.70475,0.00225,53.75,0.77917444699828,0.03,NA,NA,NA,NA,313.222222222222
"FLAT",2023-07-28,"FLAT-1B","Garden","Late","2023",0.70475,0.00225,53.75,0.77917444699828,0.05,NA,NA,NA,NA,313.222222222222
"FLAT",2023-08-03,"FLAT-1B","Garden","Late","2023",0.70475,0.00225,53.75,0.77917444699828,0.85,NA,NA,12,25,313.222222222222
"FLAT",2023-08-15,"FLAT-1B","Garden","Late","2023",0.70475,0.00225,53.75,0.77917444699828,0.01,NA,NA,NA,NA,313.222222222222
"FLAT",2023-06-20,"FLAT-3A","Garden","Mid","2023",0.85575,0.0042,66.75,0.902502681689891,0,0,0,NA,NA,203.75
"FLAT",2023-07-10,"FLAT-3A","Garden","Mid","2023",0.85575,0.0042,66.75,0.902502681689891,0.01,NA,NA,NA,NA,203.75
"FLAT",2023-07-28,"FLAT-3A","Garden","Late","2023",0.85575,0.0042,66.75,0.902502681689891,0.03,NA,NA,NA,NA,203.75
"FLAT",2023-08-07,"FLAT-3A","Garden","Late","2023",0.85575,0.0042,66.75,0.902502681689891,0.02,NA,NA,NA,NA,203.75
"FLAT",2023-08-15,"FLAT-3A","Garden","Late","2023",0.85575,0.0042,66.75,0.902502681689891,0.01,NA,NA,NA,NA,203.75
"FLAT",2023-05-31,"FLAT-5A","Garden","Early","2023",1.42025,0.0081,106.25,0.805525905465599,0.07,NA,NA,13,12,175.33950617284
"FLAT",2023-06-05,"FLAT-5A","Garden","Early","2023",1.42025,0.0081,106.25,0.805525905465599,0.1,NA,NA,NA,NA,175.33950617284
"FLAT",2023-06-12,"FLAT-5A","Garden","Early","2023",1.42025,0.0081,106.25,0.805525905465599,0.05,NA,NA,15,15,175.33950617284
"FLAT",2023-06-20,"FLAT-5A","Garden","Mid","2023",1.42025,0.0081,106.25,0.805525905465599,0.18,0,0,NA,NA,175.33950617284
"FLAT",2023-06-29,"FLAT-5A","Garden","Mid","2023",1.42025,0.0081,106.25,0.805525905465599,0.12,NA,NA,28,22,175.33950617284
"FLAT",2023-07-03,"FLAT-5A","Garden","Mid","2023",1.42025,0.0081,106.25,0.805525905465599,0.03,NA,NA,NA,NA,175.33950617284
"FLAT",2023-07-10,"FLAT-5A","Garden","Mid","2023",1.42025,0.0081,106.25,0.805525905465599,0.01,NA,NA,NA,NA,175.33950617284
"FLAT",2023-07-17,"FLAT-5A","Garden","Late","2023",1.42025,0.0081,106.25,0.805525905465599,0.35,NA,NA,32,23,175.33950617284
"FLAT",2023-07-28,"FLAT-5A","Garden","Late","2023",1.42025,0.0081,106.25,0.805525905465599,0.05,NA,NA,NA,NA,175.33950617284
"FLAT",2023-08-03,"FLAT-5A","Garden","Late","2023",1.42025,0.0081,106.25,0.805525905465599,0.5,NA,NA,19,20,175.33950617284
"FLAT",2023-08-07,"FLAT-5A","Garden","Late","2023",1.42025,0.0081,106.25,0.805525905465599,0.08,NA,NA,NA,NA,175.33950617284
"FLAT",2023-08-15,"FLAT-5A","Garden","Late","2023",1.42025,0.0081,106.25,0.805525905465599,0.18,NA,NA,NA,NA,175.33950617284
"HIX",2023-05-31,"HIX-1D","Garden","Early","2023",1.06275,0.005875,93,0.302455922346341,0.05,NA,NA,7,8,180.893617021277
"HIX",2023-06-05,"HIX-1D","Garden","Early","2023",1.06275,0.005875,93,0.302455922346341,0.02,NA,NA,NA,NA,180.893617021277
"HIX",2023-06-12,"HIX-1D","Garden","Early","2023",1.06275,0.005875,93,0.302455922346341,0.03,NA,NA,10,8,180.893617021277
"HIX",2023-06-20,"HIX-1D","Garden","Mid","2023",1.06275,0.005875,93,0.302455922346341,0.01,0,0,NA,NA,180.893617021277
"HIX",2023-07-03,"HIX-1D","Garden","Mid","2023",1.06275,0.005875,93,0.302455922346341,0.01,NA,NA,NA,NA,180.893617021277
"HIX",2023-07-10,"HIX-1D","Garden","Mid","2023",1.06275,0.005875,93,0.302455922346341,0.01,NA,2,NA,NA,180.893617021277
"HIX",2023-07-17,"HIX-1D","Garden","Late","2023",1.06275,0.005875,93,0.302455922346341,0.01,NA,3,24,19,180.893617021277
"HIX",2023-08-07,"HIX-1D","Garden","Late","2023",1.06275,0.005875,93,0.302455922346341,0.01,NA,NA,NA,NA,180.893617021277
"HIX",2023-08-15,"HIX-1D","Garden","Late","2023",1.06275,0.005875,93,0.302455922346341,0.07,NA,NA,NA,NA,180.893617021277
"HIX",2023-06-20,"HIX-1E","Garden","Mid","2023",1.0155,0.00575,91.75,0.304767673971015,0,0,0,NA,NA,176.608695652174
"HIX",2023-06-29,"HIX-1E","Garden","Mid","2023",1.0155,0.00575,91.75,0.304767673971015,0.02,NA,1,18,20,176.608695652174
"HIX",2023-07-03,"HIX-1E","Garden","Mid","2023",1.0155,0.00575,91.75,0.304767673971015,0.01,NA,NA,NA,NA,176.608695652174
"HIX",2023-07-10,"HIX-1E","Garden","Mid","2023",1.0155,0.00575,91.75,0.304767673971015,0.01,3,NA,NA,NA,176.608695652174
"HIX",2023-07-28,"HIX-1E","Garden","Late","2023",1.0155,0.00575,91.75,0.304767673971015,0.01,NA,NA,NA,NA,176.608695652174
"HIX",2023-08-03,"HIX-1E","Garden","Late","2023",1.0155,0.00575,91.75,0.304767673971015,0.02,NA,NA,22,15,176.608695652174
"HIX",2023-08-07,"HIX-1E","Garden","Late","2023",1.0155,0.00575,91.75,0.304767673971015,0.02,NA,NA,NA,NA,176.608695652174
"HIX",2023-08-15,"HIX-1E","Garden","Late","2023",1.0155,0.00575,91.75,0.304767673971015,0.18,NA,NA,NA,NA,176.608695652174
"HIX",2023-05-31,"HIX-1G","Garden","Early","2023",1.14675,0.0061,88.75,0.370529781766365,0.01,NA,NA,13,8,187.991803278689
"HIX",2023-06-05,"HIX-1G","Garden","Early","2023",1.14675,0.0061,88.75,0.370529781766365,0.1,NA,NA,NA,NA,187.991803278689
"HIX",2023-06-12,"HIX-1G","Garden","Early","2023",1.14675,0.0061,88.75,0.370529781766365,0.35,NA,NA,15,7,187.991803278689
"HIX",2023-06-20,"HIX-1G","Garden","Mid","2023",1.14675,0.0061,88.75,0.370529781766365,0.4,0,0,NA,NA,187.991803278689
"HIX",2023-06-29,"HIX-1G","Garden","Mid","2023",1.14675,0.0061,88.75,0.370529781766365,0.35,NA,NA,20,15,187.991803278689
"HIX",2023-07-03,"HIX-1G","Garden","Mid","2023",1.14675,0.0061,88.75,0.370529781766365,0.05,NA,NA,NA,NA,187.991803278689
"HIX",2023-07-10,"HIX-1G","Garden","Mid","2023",1.14675,0.0061,88.75,0.370529781766365,0.02,NA,NA,NA,NA,187.991803278689
"HIX",2023-07-17,"HIX-1G","Garden","Late","2023",1.14675,0.0061,88.75,0.370529781766365,0.02,NA,2,17,21,187.991803278689
"HIX",2023-07-28,"HIX-1G","Garden","Late","2023",1.14675,0.0061,88.75,0.370529781766365,0.03,3,NA,NA,NA,187.991803278689
"HIX",2023-08-03,"HIX-1G","Garden","Late","2023",1.14675,0.0061,88.75,0.370529781766365,0.05,NA,NA,24,23,187.991803278689
"HIX",2023-08-07,"HIX-1G","Garden","Late","2023",1.14675,0.0061,88.75,0.370529781766365,0.04,NA,NA,NA,NA,187.991803278689
"HIX",2023-08-15,"HIX-1G","Garden","Late","2023",1.14675,0.0061,88.75,0.370529781766365,0.4,NA,NA,NA,NA,187.991803278689
"HIX",2023-06-20,"HIX-3E","Garden","Mid","2023",0.807,0.004725,67.5,0.517826105878795,0,0,0,NA,NA,170.793650793651
"HIX",2023-07-10,"HIX-3E","Garden","Mid","2023",0.807,0.004725,67.5,0.517826105878795,0.01,NA,1,NA,NA,170.793650793651
"HIX",2023-07-17,"HIX-3E","Garden","Late","2023",0.807,0.004725,67.5,0.517826105878795,0.07,NA,2,19,22,170.793650793651
"HIX",2023-07-28,"HIX-3E","Garden","Late","2023",0.807,0.004725,67.5,0.517826105878795,0.02,NA,NA,NA,NA,170.793650793651
"HIX",2023-08-03,"HIX-3E","Garden","Late","2023",0.807,0.004725,67.5,0.517826105878795,0.4,NA,NA,23,18,170.793650793651
"HIX",2023-08-07,"HIX-3E","Garden","Late","2023",0.807,0.004725,67.5,0.517826105878795,0.15,NA,NA,NA,NA,170.793650793651
"HIX",2023-08-15,"HIX-3E","Garden","Late","2023",0.807,0.004725,67.5,0.517826105878795,0.15,NA,NA,NA,NA,170.793650793651
"I1",2023-06-05,"I1-3B","Garden","Early","2023",0.60325,0.0026,54.75,0.737360222668245,0.65,NA,NA,NA,NA,232.019230769231
"I1",2023-06-20,"I1-3B","Garden","Mid","2023",0.60325,0.0026,54.75,0.737360222668245,0,0,0,NA,NA,232.019230769231
"I1",2023-07-28,"I1-3B","Garden","Late","2023",0.60325,0.0026,54.75,0.737360222668245,0.03,NA,NA,NA,NA,232.019230769231
"I1",2023-08-03,"I1-3B","Garden","Late","2023",0.60325,0.0026,54.75,0.737360222668245,0.01,NA,NA,12,13,232.019230769231
"I1",2023-08-07,"I1-3B","Garden","Late","2023",0.60325,0.0026,54.75,0.737360222668245,0.05,NA,NA,NA,NA,232.019230769231
"I1",2023-08-15,"I1-3B","Garden","Late","2023",0.60325,0.0026,54.75,0.737360222668245,0.35,NA,NA,NA,NA,232.019230769231
"I1",2023-06-20,"I1-5B","Garden","Mid","2023",0.85675,0.005175,87.5,1.15014042425883,0,0,0,NA,NA,165.555555555556
"I1",2023-07-17,"I1-5B","Garden","Late","2023",0.85675,0.005175,87.5,1.15014042425883,0.02,NA,NA,15,11,165.555555555556
"I1",2023-07-28,"I1-5B","Garden","Late","2023",0.85675,0.005175,87.5,1.15014042425883,0.04,NA,NA,NA,NA,165.555555555556
"I1",2023-08-03,"I1-5B","Garden","Late","2023",0.85675,0.005175,87.5,1.15014042425883,0.02,NA,NA,25,13,165.555555555556
"I1",2023-08-07,"I1-5B","Garden","Late","2023",0.85675,0.005175,87.5,1.15014042425883,0.03,NA,NA,NA,NA,165.555555555556
"I1",2023-08-15,"I1-5B","Garden","Late","2023",0.85675,0.005175,87.5,1.15014042425883,0.08,NA,NA,NA,NA,165.555555555556
"I1",2023-05-31,"I1-6A","Garden","Early","2023",1.18525,0.00655,54.25,0.353371726948876,0.04,NA,NA,11,14,180.954198473282
"I1",2023-06-05,"I1-6A","Garden","Early","2023",1.18525,0.00655,54.25,0.353371726948876,0.02,NA,NA,NA,NA,180.954198473282
"I1",2023-06-20,"I1-6A","Garden","Mid","2023",1.18525,0.00655,54.25,0.353371726948876,0.01,0,0,NA,NA,180.954198473282
"I1",2023-06-29,"I1-6A","Garden","Mid","2023",1.18525,0.00655,54.25,0.353371726948876,0.05,NA,NA,26,19,180.954198473282
"I1",2023-07-03,"I1-6A","Garden","Mid","2023",1.18525,0.00655,54.25,0.353371726948876,0.02,NA,NA,NA,NA,180.954198473282
"I1",2023-07-10,"I1-6A","Garden","Mid","2023",1.18525,0.00655,54.25,0.353371726948876,0.02,NA,NA,NA,NA,180.954198473282
"I1",2023-07-17,"I1-6A","Garden","Late","2023",1.18525,0.00655,54.25,0.353371726948876,0.03,NA,NA,37,20,180.954198473282
"I1",2023-07-28,"I1-6A","Garden","Late","2023",1.18525,0.00655,54.25,0.353371726948876,0.03,NA,NA,NA,NA,180.954198473282
"I1",2023-08-03,"I1-6A","Garden","Late","2023",1.18525,0.00655,54.25,0.353371726948876,0.02,NA,NA,45,20,180.954198473282
"I1",2023-08-07,"I1-6A","Garden","Late","2023",1.18525,0.00655,54.25,0.353371726948876,0.02,NA,NA,NA,NA,180.954198473282
"I1",2023-08-15,"I1-6A","Garden","Late","2023",1.18525,0.00655,54.25,0.353371726948876,0.07,NA,NA,NA,NA,180.954198473282
"I2",2023-05-31,"I2-1A","Garden","Early","2023",1.1055,0.0076,88,0.466644166093799,0.03,NA,NA,8,11,145.460526315789
"I2",2023-06-05,"I2-1A","Garden","Early","2023",1.1055,0.0076,88,0.466644166093799,0.2,NA,NA,NA,NA,145.460526315789
"I2",2023-06-20,"I2-1A","Garden","Mid","2023",1.1055,0.0076,88,0.466644166093799,0.13,0,0,NA,NA,145.460526315789
"I2",2023-06-29,"I2-1A","Garden","Mid","2023",1.1055,0.0076,88,0.466644166093799,0.4,NA,NA,26,18,145.460526315789
"I2",2023-07-03,"I2-1A","Garden","Mid","2023",1.1055,0.0076,88,0.466644166093799,0.03,NA,NA,NA,NA,145.460526315789
"I2",2023-07-10,"I2-1A","Garden","Mid","2023",1.1055,0.0076,88,0.466644166093799,0.01,NA,NA,NA,NA,145.460526315789
"I2",2023-07-17,"I2-1A","Garden","Late","2023",1.1055,0.0076,88,0.466644166093799,0.1,NA,NA,42,20,145.460526315789
"I2",2023-08-03,"I2-1A","Garden","Late","2023",1.1055,0.0076,88,0.466644166093799,0.02,NA,NA,29,21,145.460526315789
"I2",2023-08-07,"I2-1A","Garden","Late","2023",1.1055,0.0076,88,0.466644166093799,0.03,NA,NA,NA,NA,145.460526315789
"I2",2023-08-15,"I2-1A","Garden","Late","2023",1.1055,0.0076,88,0.466644166093799,0.08,NA,NA,NA,NA,145.460526315789
"I2",2023-05-31,"I2-1B","Garden","Early","2023",0.9405,0.004425,107.5,0.414534093699451,0.15,NA,NA,9,10,212.542372881356
"I2",2023-06-12,"I2-1B","Garden","Early","2023",0.9405,0.004425,107.5,0.414534093699451,0.3,NA,NA,11,11,212.542372881356
"I2",2023-06-20,"I2-1B","Garden","Mid","2023",0.9405,0.004425,107.5,0.414534093699451,0.75,0,0,NA,NA,212.542372881356
"I2",2023-07-03,"I2-1B","Garden","Mid","2023",0.9405,0.004425,107.5,0.414534093699451,0.03,NA,NA,NA,NA,212.542372881356
"I2",2023-07-10,"I2-1B","Garden","Mid","2023",0.9405,0.004425,107.5,0.414534093699451,0.8,NA,NA,NA,NA,212.542372881356
"I2",2023-07-17,"I2-1B","Garden","Late","2023",0.9405,0.004425,107.5,0.414534093699451,0.85,NA,NA,25,17,212.542372881356
"I2",2023-07-28,"I2-1B","Garden","Late","2023",0.9405,0.004425,107.5,0.414534093699451,0.07,NA,NA,NA,NA,212.542372881356
"I2",2023-08-07,"I2-1B","Garden","Late","2023",0.9405,0.004425,107.5,0.414534093699451,0.02,NA,NA,NA,NA,212.542372881356
"I2",2023-08-15,"I2-1B","Garden","Late","2023",0.9405,0.004425,107.5,0.414534093699451,0.12,NA,NA,NA,NA,212.542372881356
"I2",2023-05-31,"I2-7B","Garden","Early","2023",0.93325,0.00485,120,0.596379064252249,0.05,NA,NA,22,10,192.422680412371
"I2",2023-06-05,"I2-7B","Garden","Early","2023",0.93325,0.00485,120,0.596379064252249,0.03,NA,NA,NA,NA,192.422680412371
"I2",2023-06-20,"I2-7B","Garden","Mid","2023",0.93325,0.00485,120,0.596379064252249,0.07,0,0,NA,NA,192.422680412371
"I2",2023-06-29,"I2-7B","Garden","Mid","2023",0.93325,0.00485,120,0.596379064252249,0.12,NA,NA,42,18,192.422680412371
"I2",2023-07-03,"I2-7B","Garden","Mid","2023",0.93325,0.00485,120,0.596379064252249,0.01,NA,NA,NA,NA,192.422680412371
"I2",2023-07-10,"I2-7B","Garden","Mid","2023",0.93325,0.00485,120,0.596379064252249,0.05,NA,NA,NA,NA,192.422680412371
"I2",2023-07-17,"I2-7B","Garden","Late","2023",0.93325,0.00485,120,0.596379064252249,0.1,NA,NA,37,16,192.422680412371
"I2",2023-07-28,"I2-7B","Garden","Late","2023",0.93325,0.00485,120,0.596379064252249,0.15,NA,NA,NA,NA,192.422680412371
"I2",2023-08-07,"I2-7B","Garden","Late","2023",0.93325,0.00485,120,0.596379064252249,0.02,NA,NA,NA,NA,192.422680412371
"I2",2023-08-15,"I2-7B","Garden","Late","2023",0.93325,0.00485,120,0.596379064252249,0.12,NA,NA,NA,NA,192.422680412371
"I3",2023-06-05,"I3-3C","Garden","Early","2023",1.099,0.005725,106.75,0.513413188787024,0.05,NA,NA,NA,NA,191.965065502183
"I3",2023-06-12,"I3-3C","Garden","Early","2023",1.099,0.005725,106.75,0.513413188787024,0.5,NA,NA,22,15,191.965065502183
"I3",2023-06-20,"I3-3C","Garden","Mid","2023",1.099,0.005725,106.75,0.513413188787024,0.35,0,0,NA,NA,191.965065502183
"I3",2023-06-29,"I3-3C","Garden","Mid","2023",1.099,0.005725,106.75,0.513413188787024,0.2,NA,2,32,22,191.965065502183
"I3",2023-07-03,"I3-3C","Garden","Mid","2023",1.099,0.005725,106.75,0.513413188787024,0.02,NA,NA,NA,NA,191.965065502183
"I3",2023-07-10,"I3-3C","Garden","Mid","2023",1.099,0.005725,106.75,0.513413188787024,0.01,NA,NA,NA,NA,191.965065502183
"I3",2023-07-17,"I3-3C","Garden","Late","2023",1.099,0.005725,106.75,0.513413188787024,0.1,NA,1,59,28,191.965065502183
"I3",2023-07-28,"I3-3C","Garden","Late","2023",1.099,0.005725,106.75,0.513413188787024,0.02,NA,NA,NA,NA,191.965065502183
"I3",2023-08-03,"I3-3C","Garden","Late","2023",1.099,0.005725,106.75,0.513413188787024,0.2,NA,NA,47,28,191.965065502183
"I3",2023-08-07,"I3-3C","Garden","Late","2023",1.099,0.005725,106.75,0.513413188787024,0.02,NA,NA,NA,NA,191.965065502183
