"Pop","Date","Plant_ID","Loc","Time","Year","L_area","L_weight","Trichomes","Conc","herb_p","fl_m","fl_h","Leaves","Height","SLA"
"I3",2023-08-15,"I3-3C","Garden","Late","2023",1.099,0.005725,106.75,0.513413188787024,0.03,NA,NA,NA,NA,191.965065502183
"I3",2023-05-31,"I3-5C","Garden","Early","2023",1.43325,0.0076,75,0.738700884540487,0.01,NA,NA,8,15,188.585526315789
"I3",2023-06-05,"I3-5C","Garden","Early","2023",1.43325,0.0076,75,0.738700884540487,0.01,NA,NA,NA,NA,188.585526315789
"I3",2023-06-20,"I3-5C","Garden","Mid","2023",1.43325,0.0076,75,0.738700884540487,0.02,0,0,NA,NA,188.585526315789
"I3",2023-06-29,"I3-5C","Garden","Mid","2023",1.43325,0.0076,75,0.738700884540487,0.13,NA,NA,22,23,188.585526315789
"I3",2023-07-03,"I3-5C","Garden","Mid","2023",1.43325,0.0076,75,0.738700884540487,0.1,NA,NA,NA,NA,188.585526315789
"I3",2023-07-10,"I3-5C","Garden","Mid","2023",1.43325,0.0076,75,0.738700884540487,0.05,NA,3,NA,NA,188.585526315789
"I3",2023-07-17,"I3-5C","Garden","Late","2023",1.43325,0.0076,75,0.738700884540487,0.28,NA,5,36,28,188.585526315789
"I3",2023-07-28,"I3-5C","Garden","Late","2023",1.43325,0.0076,75,0.738700884540487,0.03,NA,NA,NA,NA,188.585526315789
"I3",2023-08-03,"I3-5C","Garden","Late","2023",1.43325,0.0076,75,0.738700884540487,0.25,NA,NA,31,28,188.585526315789
"I3",2023-08-07,"I3-5C","Garden","Late","2023",1.43325,0.0076,75,0.738700884540487,0.05,NA,NA,NA,NA,188.585526315789
"I3",2023-08-15,"I3-5C","Garden","Late","2023",1.43325,0.0076,75,0.738700884540487,0.07,NA,NA,NA,NA,188.585526315789
"I3",2023-06-20,"I3-6C","Garden","Mid","2023",1.01275,0.005475,116.25,1.02821534004291,0,0,0,NA,NA,184.977168949772
"I3",2023-08-15,"I3-6C","Garden","Late","2023",1.01275,0.005475,116.25,1.02821534004291,0.12,NA,NA,NA,NA,184.977168949772
"I3",2023-05-31,"I3-6D","Garden","Early","2023",0.5385,0.002875,114.25,0.748536576943359,0.05,NA,NA,13,7,187.304347826087
"I3",2023-06-12,"I3-6D","Garden","Early","2023",0.5385,0.002875,114.25,0.748536576943359,0.01,NA,NA,15,7,187.304347826087
"I3",2023-06-29,"I3-6D","Garden","Mid","2023",0.5385,0.002875,114.25,0.748536576943359,0.95,NA,NA,37,11,187.304347826087
"I3",2023-07-17,"I3-6D","Garden","Late","2023",0.5385,0.002875,114.25,0.748536576943359,0.9,NA,NA,65,16,187.304347826087
"I3",2023-07-28,"I3-6D","Garden","Late","2023",0.5385,0.002875,114.25,0.748536576943359,0.01,NA,NA,NA,NA,187.304347826087
"I3",2023-08-03,"I3-6D","Garden","Late","2023",0.5385,0.002875,114.25,0.748536576943359,0.05,NA,NA,54,19,187.304347826087
"I3",2023-08-07,"I3-6D","Garden","Late","2023",0.5385,0.002875,114.25,0.748536576943359,0.01,NA,NA,NA,NA,187.304347826087
"I3",2023-08-15,"I3-6D","Garden","Late","2023",0.5385,0.002875,114.25,0.748536576943359,0.07,NA,NA,NA,NA,187.304347826087
"ICH",2023-06-05,"ICH-3A","Garden","Early","2023",0.825,0.0057,104,1.45230821193402,0.01,NA,NA,NA,NA,144.736842105263
"ICH",2023-06-20,"ICH-3A","Garden","Mid","2023",0.825,0.0057,104,1.45230821193402,0.01,0,0,NA,NA,144.736842105263
"ICH",2023-06-29,"ICH-3A","Garden","Mid","2023",0.825,0.0057,104,1.45230821193402,0.02,NA,NA,20,22,144.736842105263
"ICH",2023-07-10,"ICH-3A","Garden","Mid","2023",0.825,0.0057,104,1.45230821193402,0.01,NA,NA,NA,NA,144.736842105263
"ICH",2023-07-17,"ICH-3A","Garden","Late","2023",0.825,0.0057,104,1.45230821193402,0.15,NA,NA,22,21,144.736842105263
"ICH",2023-07-28,"ICH-3A","Garden","Late","2023",0.825,0.0057,104,1.45230821193402,0.2,NA,NA,NA,NA,144.736842105263
"ICH",2023-08-03,"ICH-3A","Garden","Late","2023",0.825,0.0057,104,1.45230821193402,0.03,NA,NA,22,16,144.736842105263
"ICH",2023-08-15,"ICH-3A","Garden","Late","2023",0.825,0.0057,104,1.45230821193402,0.05,NA,NA,NA,NA,144.736842105263
"ICH",2023-05-31,"ICH-5A","Garden","Early","2023",0.825,0.004825,138.25,0.444007804038184,0.3,NA,NA,18,20,170.984455958549
"ICH",2023-06-05,"ICH-5A","Garden","Early","2023",0.825,0.004825,138.25,0.444007804038184,0.25,NA,NA,NA,NA,170.984455958549
"ICH",2023-06-12,"ICH-5A","Garden","Early","2023",0.825,0.004825,138.25,0.444007804038184,0.35,NA,NA,15,17,170.984455958549
"ICH",2023-06-20,"ICH-5A","Garden","Mid","2023",0.825,0.004825,138.25,0.444007804038184,0.1,0,0,NA,NA,170.984455958549
"ICH",2023-06-29,"ICH-5A","Garden","Mid","2023",0.825,0.004825,138.25,0.444007804038184,0.3,NA,NA,18,23,170.984455958549
"ICH",2023-07-03,"ICH-5A","Garden","Mid","2023",0.825,0.004825,138.25,0.444007804038184,0.15,NA,NA,NA,NA,170.984455958549
"ICH",2023-07-10,"ICH-5A","Garden","Mid","2023",0.825,0.004825,138.25,0.444007804038184,0.3,NA,NA,NA,NA,170.984455958549
"ICH",2023-07-17,"ICH-5A","Garden","Late","2023",0.825,0.004825,138.25,0.444007804038184,0.2,NA,NA,14,22,170.984455958549
"ICH",2023-07-28,"ICH-5A","Garden","Late","2023",0.825,0.004825,138.25,0.444007804038184,0.1,NA,NA,NA,NA,170.984455958549
"ICH",2023-08-03,"ICH-5A","Garden","Late","2023",0.825,0.004825,138.25,0.444007804038184,0.5,NA,NA,17,21,170.984455958549
"ICH",2023-08-07,"ICH-5A","Garden","Late","2023",0.825,0.004825,138.25,0.444007804038184,0.25,NA,NA,NA,NA,170.984455958549
"ICH",2023-08-15,"ICH-5A","Garden","Late","2023",0.825,0.004825,138.25,0.444007804038184,0.3,NA,NA,NA,NA,170.984455958549
"ICH",2023-06-20,"ICH-6A","Garden","Mid","2023",0.91825,0.0053,132.75,0.397829284128574,0,0,0,NA,NA,173.254716981132
"ICH",2023-06-29,"ICH-6A","Garden","Mid","2023",0.91825,0.0053,132.75,0.397829284128574,0.01,NA,NA,25,27,173.254716981132
"ICH",2023-07-03,"ICH-6A","Garden","Mid","2023",0.91825,0.0053,132.75,0.397829284128574,0.01,NA,NA,NA,NA,173.254716981132
"ICH",2023-07-28,"ICH-6A","Garden","Late","2023",0.91825,0.0053,132.75,0.397829284128574,0.04,NA,NA,NA,NA,173.254716981132
"ICH",2023-08-03,"ICH-6A","Garden","Late","2023",0.91825,0.0053,132.75,0.397829284128574,0.08,NA,NA,19,35,173.254716981132
"ICH",2023-08-07,"ICH-6A","Garden","Late","2023",0.91825,0.0053,132.75,0.397829284128574,0.1,NA,NA,NA,NA,173.254716981132
"ICH",2023-08-15,"ICH-6A","Garden","Late","2023",0.91825,0.0053,132.75,0.397829284128574,0.65,NA,NA,NA,NA,173.254716981132
"MOR",2023-06-05,"MOR-1D","Garden","Early","2023",0.9505,0.004925,136,0.642749109869975,0.01,NA,NA,NA,NA,192.994923857868
"MOR",2023-06-12,"MOR-1D","Garden","Early","2023",0.9505,0.004925,136,0.642749109869975,0.03,NA,NA,11,10,192.994923857868
"MOR",2023-06-20,"MOR-1D","Garden","Mid","2023",0.9505,0.004925,136,0.642749109869975,0.18,0,0,NA,NA,192.994923857868
"MOR",2023-06-29,"MOR-1D","Garden","Mid","2023",0.9505,0.004925,136,0.642749109869975,0.07,NA,NA,14,21,192.994923857868
"MOR",2023-07-03,"MOR-1D","Garden","Mid","2023",0.9505,0.004925,136,0.642749109869975,0.02,NA,NA,NA,NA,192.994923857868
"MOR",2023-07-10,"MOR-1D","Garden","Mid","2023",0.9505,0.004925,136,0.642749109869975,0.05,NA,NA,NA,NA,192.994923857868
"MOR",2023-07-17,"MOR-1D","Garden","Late","2023",0.9505,0.004925,136,0.642749109869975,0.28,NA,NA,28,29,192.994923857868
"MOR",2023-07-28,"MOR-1D","Garden","Late","2023",0.9505,0.004925,136,0.642749109869975,0.02,NA,NA,NA,NA,192.994923857868
"MOR",2023-08-07,"MOR-1D","Garden","Late","2023",0.9505,0.004925,136,0.642749109869975,0.06,NA,NA,NA,NA,192.994923857868
"MOR",2023-08-15,"MOR-1D","Garden","Late","2023",0.9505,0.004925,136,0.642749109869975,0.15,NA,NA,NA,NA,192.994923857868
"MOR",2023-06-20,"MOR-4E","Garden","Mid","2023",1.302,0.007125,103.25,0.682646159834306,0,0,0,NA,NA,182.736842105263
"MOR",2023-06-29,"MOR-4E","Garden","Mid","2023",1.302,0.007125,103.25,0.682646159834306,0.03,NA,NA,18,21,182.736842105263
"MOR",2023-07-03,"MOR-4E","Garden","Mid","2023",1.302,0.007125,103.25,0.682646159834306,0.01,NA,NA,NA,NA,182.736842105263
"MOR",2023-07-10,"MOR-4E","Garden","Mid","2023",1.302,0.007125,103.25,0.682646159834306,0.01,NA,NA,NA,NA,182.736842105263
"MOR",2023-07-28,"MOR-4E","Garden","Late","2023",1.302,0.007125,103.25,0.682646159834306,0.01,NA,NA,NA,NA,182.736842105263
"MOR",2023-08-07,"MOR-4E","Garden","Late","2023",1.302,0.007125,103.25,0.682646159834306,0.02,NA,NA,NA,NA,182.736842105263
"MOR",2023-08-15,"MOR-4E","Garden","Late","2023",1.302,0.007125,103.25,0.682646159834306,0.02,NA,NA,NA,NA,182.736842105263
"MOR",2023-06-20,"MOR-4F","Garden","Mid","2023",1.29525,0.0078,115.5,0.632415011311199,0.02,0,0,NA,NA,166.057692307692
"MOR",2023-06-29,"MOR-4F","Garden","Mid","2023",1.29525,0.0078,115.5,0.632415011311199,0.02,NA,NA,28,23,166.057692307692
"MOR",2023-07-10,"MOR-4F","Garden","Mid","2023",1.29525,0.0078,115.5,0.632415011311199,0.01,NA,NA,NA,NA,166.057692307692
"MOR",2023-07-17,"MOR-4F","Garden","Late","2023",1.29525,0.0078,115.5,0.632415011311199,0.2,NA,NA,39,23,166.057692307692
"MOR",2023-07-28,"MOR-4F","Garden","Late","2023",1.29525,0.0078,115.5,0.632415011311199,0.3,NA,NA,NA,NA,166.057692307692
"MOR",2023-08-03,"MOR-4F","Garden","Late","2023",1.29525,0.0078,115.5,0.632415011311199,0.1,NA,NA,32,24,166.057692307692
"MOR",2023-08-07,"MOR-4F","Garden","Late","2023",1.29525,0.0078,115.5,0.632415011311199,0.15,NA,NA,NA,NA,166.057692307692
"MOR",2023-08-15,"MOR-4F","Garden","Late","2023",1.29525,0.0078,115.5,0.632415011311199,0.15,NA,NA,NA,NA,166.057692307692
"MOR",2023-06-05,"MOR-6A","Garden","Early","2023",1.3465,0.0077,113,0.866358905763551,0.01,NA,NA,NA,NA,174.87012987013
"MOR",2023-06-12,"MOR-6A","Garden","Early","2023",1.3465,0.0077,113,0.866358905763551,0.05,NA,NA,14,19,174.87012987013
"MOR",2023-06-20,"MOR-6A","Garden","Mid","2023",1.3465,0.0077,113,0.866358905763551,0.28,0,0,NA,NA,174.87012987013
"MOR",2023-06-29,"MOR-6A","Garden","Mid","2023",1.3465,0.0077,113,0.866358905763551,0.15,NA,3,22,34,174.87012987013
"MOR",2023-07-03,"MOR-6A","Garden","Mid","2023",1.3465,0.0077,113,0.866358905763551,0.04,NA,1,NA,NA,174.87012987013
"MOR",2023-07-10,"MOR-6A","Garden","Mid","2023",1.3465,0.0077,113,0.866358905763551,0.02,NA,NA,NA,NA,174.87012987013
"MOR",2023-07-17,"MOR-6A","Garden","Late","2023",1.3465,0.0077,113,0.866358905763551,0.12,NA,NA,37,28,174.87012987013
"MOR",2023-07-28,"MOR-6A","Garden","Late","2023",1.3465,0.0077,113,0.866358905763551,0.04,NA,NA,NA,NA,174.87012987013
"MOR",2023-08-03,"MOR-6A","Garden","Late","2023",1.3465,0.0077,113,0.866358905763551,0.3,NA,NA,32,25,174.87012987013
"MOR",2023-08-07,"MOR-6A","Garden","Late","2023",1.3465,0.0077,113,0.866358905763551,0.07,NA,NA,NA,NA,174.87012987013
"MOR",2023-08-15,"MOR-6A","Garden","Late","2023",1.3465,0.0077,113,0.866358905763551,0.2,NA,NA,NA,NA,174.87012987013
"MOR",2023-05-31,"MOR-6C","Garden","Early","2023",1.14575,0.00695,121,0.459288342310555,0.01,NA,NA,10,10,164.856115107914
"MOR",2023-06-05,"MOR-6C","Garden","Early","2023",1.14575,0.00695,121,0.459288342310555,0.02,NA,NA,NA,NA,164.856115107914
"MOR",2023-06-20,"MOR-6C","Garden","Mid","2023",1.14575,0.00695,121,0.459288342310555,0.01,0,0,NA,NA,164.856115107914
"MOR",2023-06-29,"MOR-6C","Garden","Mid","2023",1.14575,0.00695,121,0.459288342310555,0.02,NA,NA,24,24,164.856115107914
"MOR",2023-07-03,"MOR-6C","Garden","Mid","2023",1.14575,0.00695,121,0.459288342310555,0.01,NA,NA,NA,NA,164.856115107914
"MOR",2023-07-17,"MOR-6C","Garden","Late","2023",1.14575,0.00695,121,0.459288342310555,0.03,NA,NA,47,26,164.856115107914
"MOR",2023-07-28,"MOR-6C","Garden","Late","2023",1.14575,0.00695,121,0.459288342310555,0.05,NA,NA,NA,NA,164.856115107914
"MOR",2023-08-03,"MOR-6C","Garden","Late","2023",1.14575,0.00695,121,0.459288342310555,0.03,NA,NA,37,27,164.856115107914
"MOR",2023-08-07,"MOR-6C","Garden","Late","2023",1.14575,0.00695,121,0.459288342310555,0.03,NA,NA,NA,NA,164.856115107914
"MOR",2023-08-15,"MOR-6C","Garden","Late","2023",1.14575,0.00695,121,0.459288342310555,0.02,NA,NA,NA,NA,164.856115107914
"MOR",2023-06-05,"MOR-6D","Garden","Early","2023",1.466,0.00905,136.25,0.797293880488368,0.17,NA,NA,NA,NA,161.988950276243
"MOR",2023-06-12,"MOR-6D","Garden","Early","2023",1.466,0.00905,136.25,0.797293880488368,0.15,NA,NA,29,19,161.988950276243
"MOR",2023-06-20,"MOR-6D","Garden","Mid","2023",1.466,0.00905,136.25,0.797293880488368,0.2,0,0,NA,NA,161.988950276243
"MOR",2023-06-29,"MOR-6D","Garden","Mid","2023",1.466,0.00905,136.25,0.797293880488368,0.12,NA,NA,36,22,161.988950276243
"MOR",2023-07-03,"MOR-6D","Garden","Mid","2023",1.466,0.00905,136.25,0.797293880488368,0.03,NA,NA,NA,NA,161.988950276243
"MOR",2023-07-10,"MOR-6D","Garden","Mid","2023",1.466,0.00905,136.25,0.797293880488368,0.02,NA,NA,NA,NA,161.988950276243
"MOR",2023-07-17,"MOR-6D","Garden","Late","2023",1.466,0.00905,136.25,0.797293880488368,0.07,NA,NA,45,23,161.988950276243
"MOR",2023-07-28,"MOR-6D","Garden","Late","2023",1.466,0.00905,136.25,0.797293880488368,0.02,NA,NA,NA,NA,161.988950276243
"MOR",2023-08-03,"MOR-6D","Garden","Late","2023",1.466,0.00905,136.25,0.797293880488368,0.01,NA,NA,48,20,161.988950276243
"MOR",2023-08-07,"MOR-6D","Garden","Late","2023",1.466,0.00905,136.25,0.797293880488368,0.01,NA,NA,NA,NA,161.988950276243
"MOR",2023-08-15,"MOR-6D","Garden","Late","2023",1.466,0.00905,136.25,0.797293880488368,0.2,NA,NA,NA,NA,161.988950276243
"N2",2023-06-20,"N2-5A","Garden","Mid","2023",1.51925,0.011075,71,0.252118119797786,0,0,0,NA,NA,137.178329571106
"N2",2023-06-29,"N2-5A","Garden","Mid","2023",1.51925,0.011075,71,0.252118119797786,0.05,NA,NA,10,14,137.178329571106
"N2",2023-07-03,"N2-5A","Garden","Mid","2023",1.51925,0.011075,71,0.252118119797786,0.1,NA,NA,NA,NA,137.178329571106
"N2",2023-07-10,"N2-5A","Garden","Mid","2023",1.51925,0.011075,71,0.252118119797786,0.3,NA,NA,NA,NA,137.178329571106
"N2",2023-07-17,"N2-5A","Garden","Late","2023",1.51925,0.011075,71,0.252118119797786,0.07,NA,NA,15,23,137.178329571106
"N2",2023-07-28,"N2-5A","Garden","Late","2023",1.51925,0.011075,71,0.252118119797786,0.1,NA,NA,NA,NA,137.178329571106
"N2",2023-08-07,"N2-5A","Garden","Late","2023",1.51925,0.011075,71,0.252118119797786,0.1,NA,NA,NA,NA,137.178329571106
"N2",2023-08-15,"N2-5A","Garden","Late","2023",1.51925,0.011075,71,0.252118119797786,0.3,NA,NA,NA,NA,137.178329571106
"N2",2023-05-31,"N2-5B","Garden","Early","2023",1.1765,0.0074,56.75,0.250284935746252,0.07,NA,NA,13,7,158.986486486486
"N2",2023-06-05,"N2-5B","Garden","Early","2023",1.1765,0.0074,56.75,0.250284935746252,0.05,NA,NA,NA,NA,158.986486486486
"N2",2023-06-12,"N2-5B","Garden","Early","2023",1.1765,0.0074,56.75,0.250284935746252,0.03,NA,NA,13,7,158.986486486486
"N2",2023-06-20,"N2-5B","Garden","Mid","2023",1.1765,0.0074,56.75,0.250284935746252,0.02,0,0,NA,NA,158.986486486486
"N2",2023-06-29,"N2-5B","Garden","Mid","2023",1.1765,0.0074,56.75,0.250284935746252,0.01,NA,NA,19,14,158.986486486486
"N2",2023-07-10,"N2-5B","Garden","Mid","2023",1.1765,0.0074,56.75,0.250284935746252,0.01,NA,NA,NA,NA,158.986486486486
"N2",2023-07-17,"N2-5B","Garden","Late","2023",1.1765,0.0074,56.75,0.250284935746252,0.02,NA,NA,22,19,158.986486486486
"N2",2023-07-28,"N2-5B","Garden","Late","2023",1.1765,0.0074,56.75,0.250284935746252,0.07,NA,NA,NA,NA,158.986486486486
"N2",2023-08-03,"N2-5B","Garden","Late","2023",1.1765,0.0074,56.75,0.250284935746252,0.05,NA,NA,21,21,158.986486486486
"N2",2023-08-07,"N2-5B","Garden","Late","2023",1.1765,0.0074,56.75,0.250284935746252,0.04,NA,NA,NA,NA,158.986486486486
"N2",2023-08-15,"N2-5B","Garden","Late","2023",1.1765,0.0074,56.75,0.250284935746252,0.04,NA,NA,NA,NA,158.986486486486
"N2",2023-05-31,"N2-6A","Garden","Early","2023",1.10575,0.006325,54.75,0.232644353489594,0.07,NA,NA,6,6,174.822134387352
"N2",2023-06-05,"N2-6A","Garden","Early","2023",1.10575,0.006325,54.75,0.232644353489594,0.03,NA,NA,NA,NA,174.822134387352
"N2",2023-06-12,"N2-6A","Garden","Early","2023",1.10575,0.006325,54.75,0.232644353489594,0.03,NA,NA,8,7,174.822134387352
"N2",2023-06-20,"N2-6A","Garden","Mid","2023",1.10575,0.006325,54.75,0.232644353489594,0.01,0,0,NA,NA,174.822134387352
"N2",2023-07-10,"N2-6A","Garden","Mid","2023",1.10575,0.006325,54.75,0.232644353489594,0.01,NA,NA,NA,NA,174.822134387352
"N2",2023-07-17,"N2-6A","Garden","Late","2023",1.10575,0.006325,54.75,0.232644353489594,0.01,NA,NA,23,23,174.822134387352
"N2",2023-07-28,"N2-6A","Garden","Late","2023",1.10575,0.006325,54.75,0.232644353489594,0.03,NA,NA,NA,NA,174.822134387352
"N2",2023-08-07,"N2-6A","Garden","Late","2023",1.10575,0.006325,54.75,0.232644353489594,0.02,NA,NA,NA,NA,174.822134387352
"N2",2023-08-15,"N2-6A","Garden","Late","2023",1.10575,0.006325,54.75,0.232644353489594,0.03,NA,NA,NA,NA,174.822134387352
"N2",2023-05-31,"N2-6B","Garden","Early","2023",0.762,0.0053,77.25,0.623328506961548,0.4,NA,NA,8,10,143.77358490566
"N2",2023-06-05,"N2-6B","Garden","Early","2023",0.762,0.0053,77.25,0.623328506961548,0.9,NA,NA,NA,NA,143.77358490566
"N2",2023-06-12,"N2-6B","Garden","Early","2023",0.762,0.0053,77.25,0.623328506961548,0.8,NA,NA,9,10,143.77358490566
"N2",2023-06-20,"N2-6B","Garden","Mid","2023",0.762,0.0053,77.25,0.623328506961548,0.03,0,0,NA,NA,143.77358490566
"N2",2023-06-29,"N2-6B","Garden","Mid","2023",0.762,0.0053,77.25,0.623328506961548,0.05,NA,NA,16,17,143.77358490566
"N2",2023-07-03,"N2-6B","Garden","Mid","2023",0.762,0.0053,77.25,0.623328506961548,0.02,NA,NA,NA,NA,143.77358490566
"N2",2023-07-10,"N2-6B","Garden","Mid","2023",0.762,0.0053,77.25,0.623328506961548,0.02,NA,1,NA,NA,143.77358490566
"N2",2023-07-17,"N2-6B","Garden","Late","2023",0.762,0.0053,77.25,0.623328506961548,0.3,NA,NA,17,24,143.77358490566
"N2",2023-07-28,"N2-6B","Garden","Late","2023",0.762,0.0053,77.25,0.623328506961548,0.15,NA,NA,NA,NA,143.77358490566
"N2",2023-08-07,"N2-6B","Garden","Late","2023",0.762,0.0053,77.25,0.623328506961548,0.05,NA,NA,NA,NA,143.77358490566
"N2",2023-08-15,"N2-6B","Garden","Late","2023",0.762,0.0053,77.25,0.623328506961548,0.07,NA,NA,NA,NA,143.77358490566
"N5",2023-05-31,"N5-3F","Garden","Early","2023",1.18725,0.006875,87,0.625790916568864,0.03,NA,NA,13,12,172.690909090909
"N5",2023-06-05,"N5-3F","Garden","Early","2023",1.18725,0.006875,87,0.625790916568864,0.01,NA,NA,NA,NA,172.690909090909
"N5",2023-06-12,"N5-3F","Garden","Early","2023",1.18725,0.006875,87,0.625790916568864,0.03,NA,NA,20,19,172.690909090909
"N5",2023-06-20,"N5-3F","Garden","Mid","2023",1.18725,0.006875,87,0.625790916568864,0.07,0,0,NA,NA,172.690909090909
"N5",2023-06-29,"N5-3F","Garden","Mid","2023",1.18725,0.006875,87,0.625790916568864,0.07,NA,NA,26,24,172.690909090909
"N5",2023-07-03,"N5-3F","Garden","Mid","2023",1.18725,0.006875,87,0.625790916568864,0.01,NA,NA,NA,NA,172.690909090909
"N5",2023-07-17,"N5-3F","Garden","Late","2023",1.18725,0.006875,87,0.625790916568864,0.95,NA,NA,28,22,172.690909090909
"N5",2023-07-28,"N5-3F","Garden","Late","2023",1.18725,0.006875,87,0.625790916568864,0.01,NA,NA,NA,NA,172.690909090909
"N5",2023-08-03,"N5-3F","Garden","Late","2023",1.18725,0.006875,87,0.625790916568864,0.1,NA,NA,22,21,172.690909090909
"N5",2023-08-07,"N5-3F","Garden","Late","2023",1.18725,0.006875,87,0.625790916568864,0.01,NA,NA,NA,NA,172.690909090909
"N5",2023-08-15,"N5-3F","Garden","Late","2023",1.18725,0.006875,87,0.625790916568864,0.45,NA,NA,NA,NA,172.690909090909
"N5",2023-05-31,"N5-3G","Garden","Early","2023",1.23825,0.005475,41,0.737948692587951,0.08,NA,NA,21,13,226.164383561644
"N5",2023-06-12,"N5-3G","Garden","Early","2023",1.23825,0.005475,41,0.737948692587951,0.04,NA,NA,22,13,226.164383561644
"N5",2023-06-20,"N5-3G","Garden","Mid","2023",1.23825,0.005475,41,0.737948692587951,0.18,0,0,NA,NA,226.164383561644
"N5",2023-06-29,"N5-3G","Garden","Mid","2023",1.23825,0.005475,41,0.737948692587951,0.12,NA,NA,24,23,226.164383561644
"N5",2023-07-03,"N5-3G","Garden","Mid","2023",1.23825,0.005475,41,0.737948692587951,0.04,NA,NA,NA,NA,226.164383561644
"N5",2023-07-10,"N5-3G","Garden","Mid","2023",1.23825,0.005475,41,0.737948692587951,0.07,NA,NA,NA,NA,226.164383561644
"N5",2023-07-17,"N5-3G","Garden","Late","2023",1.23825,0.005475,41,0.737948692587951,0.75,NA,NA,28,26,226.164383561644
"N5",2023-08-07,"N5-3G","Garden","Late","2023",1.23825,0.005475,41,0.737948692587951,0.3,NA,NA,NA,NA,226.164383561644
"N5",2023-08-15,"N5-3G","Garden","Late","2023",1.23825,0.005475,41,0.737948692587951,0.08,NA,NA,NA,NA,226.164383561644
"N5",2023-05-31,"N5-4D","Garden","Early","2023",0.80575,0.0043,98,0.587196204123569,0.09,NA,2,9,19,187.383720930233
"N5",2023-06-12,"N5-4D","Garden","Early","2023",0.80575,0.0043,98,0.587196204123569,0.25,NA,NA,9,19,187.383720930233
"N5",2023-06-20,"N5-4D","Garden","Mid","2023",0.80575,0.0043,98,0.587196204123569,0.4,0,0,NA,NA,187.383720930233
"N5",2023-06-29,"N5-4D","Garden","Mid","2023",0.80575,0.0043,98,0.587196204123569,0.25,4,NA,14,23,187.383720930233
"N5",2023-07-03,"N5-4D","Garden","Mid","2023",0.80575,0.0043,98,0.587196204123569,0.1,NA,NA,NA,NA,187.383720930233
"N5",2023-07-10,"N5-4D","Garden","Mid","2023",0.80575,0.0043,98,0.587196204123569,0.4,NA,NA,NA,NA,187.383720930233
"N5",2023-07-17,"N5-4D","Garden","Late","2023",0.80575,0.0043,98,0.587196204123569,0.9,NA,NA,25,19,187.383720930233
"N5",2023-07-28,"N5-4D","Garden","Late","2023",0.80575,0.0043,98,0.587196204123569,0.2,NA,NA,NA,NA,187.383720930233
"N5",2023-08-07,"N5-4D","Garden","Late","2023",0.80575,0.0043,98,0.587196204123569,0.1,NA,NA,NA,NA,187.383720930233
"N5",2023-08-15,"N5-4D","Garden","Late","2023",0.80575,0.0043,98,0.587196204123569,0.1,NA,NA,NA,NA,187.383720930233
"N5",2023-06-20,"N5-4G","Garden","Mid","2023",1.48875,0.01165,95,1.14312920841632,0.02,0,0,NA,NA,127.789699570815
"N5",2023-06-29,"N5-4G","Garden","Mid","2023",1.48875,0.01165,95,1.14312920841632,0.03,3,NA,22,27,127.789699570815
"N5",2023-07-03,"N5-4G","Garden","Mid","2023",1.48875,0.01165,95,1.14312920841632,0.03,NA,NA,NA,NA,127.789699570815
"N5",2023-07-10,"N5-4G","Garden","Mid","2023",1.48875,0.01165,95,1.14312920841632,0.02,NA,NA,NA,NA,127.789699570815
"N5",2023-07-17,"N5-4G","Garden","Late","2023",1.48875,0.01165,95,1.14312920841632,0.05,NA,NA,28,28,127.789699570815
"N5",2023-07-28,"N5-4G","Garden","Late","2023",1.48875,0.01165,95,1.14312920841632,0.01,NA,NA,NA,NA,127.789699570815
"N5",2023-08-07,"N5-4G","Garden","Late","2023",1.48875,0.01165,95,1.14312920841632,0.01,NA,NA,NA,NA,127.789699570815
"N5",2023-08-15,"N5-4G","Garden","Late","2023",1.48875,0.01165,95,1.14312920841632,0.02,NA,NA,NA,NA,127.789699570815
"N5",2023-06-12,"N5-5F","Garden","Early","2023",0.9105,0.0043,63.5,0.715810347756882,0.15,NA,NA,18,17,211.744186046512
"N5",2023-06-20,"N5-5F","Garden","Mid","2023",0.9105,0.0043,63.5,0.715810347756882,0.25,0,0,NA,NA,211.744186046512
"N5",2023-06-29,"N5-5F","Garden","Mid","2023",0.9105,0.0043,63.5,0.715810347756882,0.12,NA,NA,29,22,211.744186046512
"N5",2023-07-03,"N5-5F","Garden","Mid","2023",0.9105,0.0043,63.5,0.715810347756882,0.06,NA,NA,NA,NA,211.744186046512
"N5",2023-07-10,"N5-5F","Garden","Mid","2023",0.9105,0.0043,63.5,0.715810347756882,0.1,NA,NA,NA,NA,211.744186046512
"N5",2023-07-17,"N5-5F","Garden","Late","2023",0.9105,0.0043,63.5,0.715810347756882,0.45,NA,NA,37,32,211.744186046512
"N5",2023-07-28,"N5-5F","Garden","Late","2023",0.9105,0.0043,63.5,0.715810347756882,0.03,NA,NA,NA,NA,211.744186046512
"N5",2023-08-07,"N5-5F","Garden","Late","2023",0.9105,0.0043,63.5,0.715810347756882,0.25,NA,NA,NA,NA,211.744186046512
"N5",2023-08-15,"N5-5F","Garden","Late","2023",0.9105,0.0043,63.5,0.715810347756882,0.1,NA,NA,NA,NA,211.744186046512
"N5",2023-05-31,"N5-6A","Garden","Early","2023",1.418,0.00875,80.25,0.655201624315537,0.25,NA,NA,15,11,162.057142857143
