Date,Region,Pop,Plant_ID,Height,Herbivory,Phenology,Fl_herm,Fl_male,Buds,L_area,L_weight,Trichomes,Spines,Roots,Pop_area,Plant_cover,Latitude,Longitude,Collect_Label
Apr-29-2023,South,1,1,20,0.01,F,0,4,15,,,,,Yes,30,5,29.613501,-82.360194,Dudu1-1
Jun-6-2022,South,1,2,41,0,Fl,1,5,18,2.768,0.0166,101,6,Yes,125,25,29.613501,-82.360194,Plant2_Pop Dudu
Apr-29-2023,South,1,2,23,0.03,F,0,3,11,,,,,Yes,30,5,29.613501,-82.360194,Dudu1-2
Jun-6-2022,South,1,3,43,1,Fl,13,5,35,3.27,0.0221,104,10,Yes,125,25,29.613501,-82.360194,Plant3_Pop Dudu
Apr-29-2023,South,1,3,25,0,F,0,7,6,,,,,Yes,30,5,29.613501,-82.360194,Dudu1-3
Jun-6-2022,South,1,4,26,0,Fl,2,5,12,2.203,0.0139,109,15,Yes,125,25,29.613501,-82.360194,Plant4_Pop Dudu
Apr-29-2023,South,1,4,18,0.04,B,0,0,7,,,,,Yes,30,5,29.613501,-82.360194,Dudu1-4
Jun-6-2022,South,1,5,30,1,Fl,5,0,7,4.194,0.0406,86,5,Yes,125,25,29.613501,-82.360194,Plant5_Pop Dudu
Apr-29-2023,South,1,5,20,0,B,0,0,8,,,,,Yes,30,5,29.613501,-82.360194,Dudu1-5
Jun-6-2022,South,1,6,27,2,Fl,3,2,0,2.726,0.0178,85,8,Yes,125,25,29.613501,-82.360194,Plant6_Pop Dudu
Jun-17-2022,South,2,1,40,30,Fl,1,0,8,,,,,No,200,15,33.189776,-87.472662,
Jun-17-2022,South,2,2,30,5,Fl,0,0,11,,,,,No,200,15,33.189776,-87.472662,
Jun-17-2022,South,2,3,34,5,Fl,0,0,6,,,,,No,200,15,33.189776,-87.472662,
Jun-17-2022,South,2,4,35,10,Fl,2,0,15,4.782,0.0444,95,17,Yes,200,15,33.189776,-87.472662,Plant-4-Arb
Jun-17-2022,South,2,5,33,15,Fl,0,0,6,,,,,No,200,15,33.189776,-87.472662,
Jun-17-2022,South,2,6,27,10,V,0,0,0,4.664,0.0455,89,13,Yes,200,15,33.189776,-87.472662,Plant-6-Arb
Jun-17-2022,South,2,7,25,10,Fr,3,0,6,2.036,0.0161,88,11,Yes,200,15,33.189776,-87.472662,Plant-7-Arb
Jun-17-2022,South,2,8,25,15,Fl,0,0,4,1.841,0.0174,238,15,Yes,200,15,33.189776,-87.472662,Plant-8-Arb
Jun-17-2022,South,2,9,29,10,Fl,0,0,7,,,,,No,200,15,33.189776,-87.472662,
Jun-17-2022,South,2,10,30,5,V,0,0,0,,,,,No,200,15,33.189776,-87.472662,
Jun-17-2022,South,2,11,29,15,Fl,0,0,8,,,,,No,200,15,33.189776,-87.472662,
Jun-17-2022,South,2,12,45,30,Fl,1,0,8,5.748,0.454,153,7,Yes,200,15,33.189776,-87.472662,Plant-12-Arb
Jun-17-2022,South,2,13,21,3,Fl,0,0,7,,,,,No,200,15,33.189776,-87.472662,
Jun-17-2022,South,2,,20,10,Fl,1,0,3,,,,,No,200,15,33.189776,-87.472662,
Jun-17-2022,South,2,15,34,15,Fl,1,0,13,6.24,0.0665,113,16,Yes,200,15,33.189776,-87.472662,Plant-15-Arb
Jun-15-2022,South,3,1,31,2,Fl,0,3,24,4.751,0.039,122,17,Yes,20,1,29.4115481,-82.1597736,PS1
Jun-15-2022,South,3,2,32,2,Fl,0,3,13,3.599,0.0315,117,11,Yes,20,1,29.4115481,-82.1597736,PS2
Jun-15-2022,South,3,3,35,1,Fl,0,3,18,2.968,0.0284,98,12,Yes,20,1,29.4115481,-82.1597736,PS3
Jun-15-2022,South,3,4,18,3,Fl,0,4,10,2.751,0.0286,60,13,Yes,20,1,29.4115481,-82.1597736,PS4
Jun-15-2022,South,3,5,23,3,Fl,0,2,7,2.597,0.0227,120,9,Yes,20,1,29.4115481,-82.1597736,PS5
Jun-21-2022,South,4,1,44,0.5,Fl,0,1,9,,,,,No,400,4,33.322326,-86.852447,
Jun-21-2022,South,4,2,50,3,Fl,0,0,4,,,,,No,400,4,33.322326,-86.852447,
Jun-21-2022,South,4,3,48,1,V,0,0,0,,,,,No,400,4,33.322326,-86.852447,
Jun-21-2022,South,4,4,50,4,Fr,2,2,7,,,,,No,400,4,33.322326,-86.852447,
Jun-21-2022,South,4,5,54,5,Fl,2,0,25,2.885,0.029,92,11,Yes,400,4,33.322326,-86.852447,Plant-5-CAH
Jun-21-2022,South,4,6,49,1,Fl,0,0,6,,,,,No,400,4,33.322326,-86.852447,
Jun-21-2022,South,4,7,35,3,Fl,0,2,12,,,,,No,400,4,33.322326,-86.852447,
Jun-21-2022,South,4,8,45,2,Fr,0,1,8,2.144,0.0192,80,6,Yes,400,4,33.322326,-86.852447,Plant-8-CAH
Jun-21-2022,South,4,9,38,6,Fr,0,0,3,1.775,0.0211,160,5,Yes,400,4,33.322326,-86.852447,Plant-9-CAH
Jun-21-2022,South,4,10,33,2,Fr,0,0,0,,,,,No,400,4,33.322326,-86.852447,
Jun-21-2022,South,4,11,40,2,Fl,0,2,10,2.628,0.0344,237,15,Yes,400,4,33.322326,-86.852447,Plant-11-CAH
Jun-21-2022,South,4,12,30,8,Fl,0,0,10,2.706,0.0339,222,17,Yes,400,4,33.322326,-86.852447,Plant-12-CAH
Jun-21-2022,South,4,13,31,2,V,0,0,0,,,,,No,400,4,33.322326,-86.852447,
Jun-21-2022,South,4,14,44,7,Fr,0,0,5,2.71,0.0241,114,17,Yes,400,4,33.322326,-86.852447,Plant-14-CAH
Jun-21-2022,South,4,15,47,9,V,0,0,0,,,,,No,400,4,33.322326,-86.852447,
June-22-2022,South,5,1,32,0,Fl,0,3,3,0.868,0.0076,44,11,Yes,400,4,30.15618049,-83.85733706,Eco1
June-22-2022,South,5,2,28,5,V,0,0,0,0.925,0.0072,64,10,Yes,400,4,30.15618049,-83.85733706,Eco2
June-22-2022,South,5,3,37,2,Fl,0,2,9,0.939,0.005,36,9,Yes,400,4,30.15618049,-83.85733706,Eco3
June-22-2022,South,5,4,34,4,Fl,0,2,8,1.086,0.0093,24,7,Yes,400,4,30.15618049,-83.85733706,Eco4
June-22-2022,South,5,5,31,6,Fl,1,0,4,0.487,0.0045,204,9,Yes,400,4,30.15618049,-83.85733706,Eco5
June-22-2022,South,5,6,28,1,V,0,0,0,0.7,0.0072,56,10,Yes,400,4,30.15618049,-83.85733706,Eco6
June-22-2022,South,5,7,25,2,V,0,0,0,,,,,No,400,4,30.15618049,-83.85733706,
June-22-2022,South,5,8,22,2,Fl,1,0,4,,,,,No,400,4,30.15618049,-83.85733706,
June-22-2030,South,5,9,23,1,V,0,0,0,,,,,No,400,4,30.15618049,-83.85733706,
June-22-2022,South,5,10,18,5,V,0,0,0,,,,,No,400,4,30.15618049,-83.85733706,
June-22-2022,South,5,11,29,8,Fl,0,1,1,,,,,No,400,4,30.15618049,-83.85733706,
June-23-2022,South,6,1,41,10,Fr,1,2,6,5.059,0.0437,115,16,Yes,50,1,32.397905,-83.784664,Flat1
June-23-2022,South,6,2,33,5,Fl,1,0,4,2.92,0.0356,148,10,Yes,50,1,32.397905,-83.784664,Flat2
June-23-2022,South,6,3,37,2,Fl,0,4,4,2.541,0.0161,95,18,Yes,50,1,32.397905,-83.784664,Flat3
June-23-2022,South,6,4,31,8,Fl,2,1,1,4.036,0.0378,72,12,Yes,50,1,32.397905,-83.784664,Flat4
June-23-2022,South,6,5,39,2,Fl,2,1,4,4.088,0.0358,113,11,Yes,50,1,32.397905,-83.784664,Flat5
June-23-2022,South,6,6,31,15,Fl,1,0,6,3.006,0.0283,101,8,Yes,50,1,32.397905,-83.784664,Flat6
June-22-2022,South,7,1,31,3,Fl,1,0,7,3.065,0.0223,178,12,Yes,40,1,31.24049803,-84.51399179,Ich1
June-22-2022,South,7,2,26,6,Fl,0,1,4,1.771,0.0121,70,12,Yes,40,1,31.24049803,-84.51399179,Ich2
June-22-2022,South,7,3,37,0,V,0,0,0,4.133,0.0228,138,4,Yes,40,1,31.24049803,-84.51399179,Ich3
June-22-2022,South,7,4,46,10,Fr,0,0,0,2.471,0.0197,178,11,Yes,40,1,31.24049803,-84.51399179,Ich4
June-22-2022,South,7,5,26,6,V,0,0,0,2.604,0.0195,210,11,Yes,40,1,31.24049803,-84.51399179,Ich5
June-22-2022,South,7,6,47,25,V,0,0,0,5.226,0.0321,152,9,Yes,40,1,31.24049803,-84.51399179,Ich6
June-22-2022,South,7,7,26,15,Fl,1,0,1,,,,,No,40,1,31.24049803,-84.51399179,Ich7
June-22-2022,South,7,8,41,10,Fl,0,1,2,,,,,No,40,1,31.24049803,-84.51399179,Ich8
June-22-2030,South,7,9,32,20,V,0,0,0,,,,,No,40,1,31.24049803,-84.51399179,Ich9
June-21-2022,South,8,1,42,3,Fl,4,0,0,1.341,0.0126,174,14,Yes,1,1,30.08189524,-81.83966498,BlackRiver1
Oct-6-2022,South,9,1,29,,V,0,0,0,0.96,0.0074,124,2,Yes,2500,5,30.5446,-84.6032,TA1
Oct-6-2022,South,9,2,52,,V,0,0,0,1.097,0.0091,104,6,Yes,2500,5,30.5446,-84.6032,TA2
Oct-6-2022,South,9,3,48,,V,0,0,0,1.08,0.009,112,6,Yes,2500,5,30.5446,-84.6032,TA3
Oct-6-2022,South,9,4,25,,F,0,0,0,1.624,0.0158,175,7,Yes,2500,5,30.5446,-84.6032,TA4
Oct-6-2022,South,9,5,40,,V,0,0,0,1.058,0.0097,61,5,Yes,2500,5,30.5446,-84.6032,TA5 (TU51)
Oct-6-2022,South,9,6,28,,F,0,0,0,0.76,0.0052,123,14,Yes,2500,5,30.5446,-84.6032,TA6
Oct-6-2022,South,10,1,48,1,V,0,0,0,2.883,0.0119,52,6,Yes,200,2,31.7957,-85.9614,TU1
Oct-6-2022,South,10,2,55,1,V,0,0,0,3.834,0.0137,54,12,Yes,200,2,31.7957,-85.9614,TU2
Oct-6-2022,South,10,3,41,6,V,0,0,0,3.031,0.0124,76,8,Yes,200,2,31.7957,-85.9614,TU3
Oct-6-2022,South,10,4,43,3,V,0,0,0,2.561,0.0122,67,11,Yes,200,2,31.7957,-85.9614,TU4
Oct-6-2022,South,10,5,80,2,V,0,0,0,2.93,0.0107,83,5,Yes,200,2,31.7957,-85.9614,TU5 (TU52)
Oct-6-2022,South,10,6,51,4,V,0,0,0,,,,,No,200,2,31.7957,-85.9614,
Oct-6-2022,South,10,7,45,2,V,0,0,0,,,,,No,200,2,31.7957,-85.9614,
Oct-6-2022,South,10,8,50,7,V,0,0,0,1.972,0.062,91,10,Yes,200,2,31.7957,-85.9614,TU6
Oct-6-2022,South,10,9,55,5,V,0,0,0,,,,,No,200,2,31.7957,-85.9614,
Oct-6-2022,South,10,10,28,1,V,0,0,0,,,,,No,200,2,31.7957,-85.9614,
Oct-6-2022,South,10,11,70,1,V,0,0,0,3.471,0.0102,75,9,Yes,200,2,31.7957,-85.9614,TU7
Oct-6-2022,South,10,12,35,10,V,0,0,0,,,,,No,200,2,31.7957,-85.9614,
Oct-6-2022,South,10,13,50,2,V,0,0,0,,,,,No,200,2,31.7957,-85.9614,
Oct-6-2022,South,10,14,38,1,V,0,0,0,,,,,No,200,2,31.7957,-85.9614,
Oct-6-2022,South,10,15,55,4,V,0,0,0,,,,,No,200,2,31.7957,-85.9614,
